© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo14 vs Cycling0	HIF1A	 	transcription regulator	Inhibited	-2.902	bias	4.54E-04	ADAMTS1,AQP4,AXL,CCN2,CTDSPL,CXCL12,EDN1,FOS,NUDCD2,PHGDH,TERT	60 (16)
Palbo28 vs Cycling0	Tle1	 	transcription regulator	 	 	 	4.59E-04	EGR1,FOS	30 (7)
Palbo28 vs Cycling0	ZFX	 	transcription regulator	 	 	 	4.59E-04	SKP2,WNT3	 
Doxo14 vs Cycling0	TEAD4	 	transcription regulator	 	-0.577	bias	4.60E-04	CCN2,CGB7,EDN1,GLI2,TPM1	40 (7)
Doxo21 vs Doxo3	VHL	 	transcription regulator	 	0.625	bias	4.62E-04	BCL2L11,CCN2,CXCL12,SKP2,SLC1A3	35 (19)
Palbo28 vs Palbo3	ILF3	 	transcription regulator	 	0.463	bias	4.63E-04	ACAT2,FADS2,FOS,SCD	 
Doxo21 vs Cycling0	SOX2	 	transcription regulator	 	0.228	bias	4.71E-04	CCN2,CXCL12,FOS,GLI2,LMCD1,OTX1,SKP2,TERT,TNFRSF19,WNT3	53 (11)
Palbo14 vs Palbo3	TP63	 	transcription regulator	 	-0.239	 	4.81E-04	COL6A3,HES1,NID1,OXTR,PHGDH,RASL11A,TINAGL1	 
Doxo3 vs Cycling0	RELA	 	transcription regulator	Inhibited	-2.165	bias	4.82E-04	EDN1,EGR1,FOS,FOSB,HES1,IER2,MIR17HG,TERT	42 (23)
Palbo28 vs Cycling0	WBP2	 	transcription regulator	 	-0.555	 	4.96E-04	CDK15,COL4A1,COL6A3,EGR1,LINC00324	 
Doxo21 vs Cycling0	TEAD4	 	transcription regulator	 	-0.577	bias	5.07E-04	CCN2,CGB7,EDN1,GLI2,TPM1	34 (7)
Doxo21 vs Doxo3	RYBP	 	transcription regulator	 	 	 	5.08E-04	CCN2,FOSB,GLI2	 
Doxo21 vs Doxo3	FOXO4	 	transcription regulator	 	-0.218	 	5.11E-04	BCL2L11,CCN2,COL4A1,COL4A2	23 (5)
Doxo3 vs Cycling0	POU5F1	 	transcription regulator	 	-1.296	bias	5.13E-04	B3GNT7,CXCL12,OTX1,SOCS3,TERT,TNFRSF19,WNT3	9 (2)
Palbo28 vs Palbo3	TCF7	 	transcription regulator	 	0.816	 	5.41E-04	ADAMTS6,CISH,FOS,FOSB,HES1,SOCS3,TNFRSF19	24 (7)
Doxo14 vs Cycling0	Tle1	 	transcription regulator	 	 	 	5.41E-04	EGR1,FOS	27 (6)
Doxo14 vs Cycling0	ZFX	 	transcription regulator	 	 	 	5.41E-04	SKP2,WNT3	 
Palbo28 vs Cycling0	NFAT5	 	transcription regulator	 	0.695	 	5.44E-04	AQP4,COL4A1,CXCL12,EDN1,EGR1,PIK3CD,SLC7A2,SOCS3,WNT5B	44 (7)
Doxo21 vs Cycling0	HIF1A	 	transcription regulator	Inhibited	-2.444	bias	5.45E-04	ADAMTS1,AXL,CCN2,CTDSPL,CXCL12,EDN1,FOS,NUDCD2,PHGDH,SOCS3,TERT	46 (16)
Doxo21 vs Cycling0	Tle1	 	transcription regulator	 	 	 	5.65E-04	EGR1,FOS	28 (7)
Doxo21 vs Cycling0	ZFX	 	transcription regulator	 	 	 	5.65E-04	SKP2,WNT3	 
Palbo28 vs Cycling0	VDR	 	transcription regulator	 	-0.816	 	5.66E-04	CISH,COL4A1,COL4A2,EDN1,EGR1,SOCS3,TERT	57 (22)
Palbo28 vs Cycling0	NFATC2	 	transcription regulator	 	-1.102	bias	5.96E-04	AXL,BCL2L11,CISH,EDN1,SOCS3,TERT	44 (17)
Doxo3 vs Cycling0	IKZF1	 	transcription regulator	 	0.561	bias	6.00E-04	AXL,CISH,FOS,G6PD,HES1,SLC19A1	30 (7)
Doxo21 vs Cycling0	SMAD4	 	transcription regulator	 	-0.946	 	6.02E-04	CCN2,COL4A1,COL4A2,EDN1,FOS,PTGER2,SCD,TERT,TPM1	67 (21)
Doxo21 vs Doxo3	SOX17	 	transcription regulator	 	 	 	6.05E-04	COL4A1,COL4A2,FOS	27 (7)
Doxo21 vs Doxo3	TFAP4	 	transcription regulator	 	 	 	6.05E-04	EGR1,FOS,GLI2	 
Doxo21 vs Cycling0	SMAD2	 	transcription regulator	Inhibited	-2.183	bias	6.07E-04	BCL2L11,CCN2,HES1,NET1,TPM1	53 (11)
Palbo14 vs Cycling0	MYC	 	transcription regulator	Inhibited	-2.038	bias	6.11E-04	ADAMTS1,AXL,COL6A3,DLEU2,DLX6,EDN1,EGR1,FOS,HES1,LHX9,MIR17HG,SKP2,WNT3	31 (21)
Doxo14 vs Cycling0	SPDEF	 	transcription regulator	Activated	2.000	bias	6.12E-04	CCN2,COL4A1,COL4A2,COL6A3	 
Doxo14 vs Cycling0	YY1	 	transcription regulator	 	1.000	 	6.30E-04	CXCL12,EDN1,EGR1,FOS,KLF2,PSRC1,SLC1A3,TPM1	58 (14)
Doxo14 vs Cycling0	ZEB1	 	transcription regulator	 	-1.177	 	6.33E-04	CCN2,EDN1,FADS2,FOSB,ITGB4	40 (12)
Doxo14 vs Cycling0	VHL	 	transcription regulator	 	 	 	6.35E-04	AXL,CCN2,CXCL12,NREP,SKP2,SLC1A3	44 (12)
Doxo3 vs Cycling0	RYBP	 	transcription regulator	 	 	 	6.40E-04	FOSB,WNT3,WNT5B	 
Palbo3 vs Cycling0	MAML1	 	transcription regulator	 	 	 	6.40E-04	EGR1,HES1	 
Doxo14 vs Cycling0	MEF2D	 	transcription regulator	 	-1.715	bias	6.43E-04	CCN2,FOS,FOSB,KLF2	14 (3)
Palbo14 vs Cycling0	TP53	 	transcription regulator	 	-0.321	 	6.47E-04	CGB7,EDN1,EGR1,FOS,GPR85,HES1,IL27RA,KIF18A,MIR17HG,PAK3,PHGDH,PIK3CD,PSRC1,SCD,SKP2,SLC19A1,TINAGL1,WNT3	33 (17)
Palbo28 vs Cycling0	GLIS1	 	transcription regulator	 	 	 	6.58E-04	COL4A1,COL4A2,FBN2	 
Doxo21 vs Cycling0	SPDEF	 	transcription regulator	Activated	2.000	bias	6.63E-04	CCN2,COL4A1,COL4A2,COL6A3	 
Palbo28 vs Cycling0	HTT	 	transcription regulator	 	-1.095	 	6.65E-04	BCL2L11,CAMK4,CBX2,COL4A1,COL4A2,COL6A3,EGR1,FOS,GALNT16,NREP,RGS16,TM4SF1	54 (20)
Doxo21 vs Doxo3	NFKBIA	 	transcription regulator	Inhibited	-2.414	 	6.72E-04	CXCL12,FOS,FOXF2,HES1,MEX3A,NID1,RGS16	36 (14)
Doxo21 vs Cycling0	STAT3	 	transcription regulator	Inhibited	-3.188	bias	6.77E-04	ANGPTL2,BCL2L11,CCN2,CXCL12,EDN1,EGR1,FOS,KLF2,RAB11FIP1,SKP2,SLC1A3,SOCS3,TERT	47 (17)
Palbo28 vs Cycling0	SOX9	 	transcription regulator	 	-0.447	bias	6.83E-04	ADAMTS1,CELSR2,FOS,HES1,WNT3	 
Doxo3 vs Cycling0	SREBF2	 	transcription regulator	 	-1.982	bias	6.89E-04	FADS2,G6PD,INSIG1,MSMO1	20 (9)
Doxo21 vs Cycling0	MEF2D	 	transcription regulator	 	-1.715	bias	6.97E-04	CCN2,FOS,FOSB,KLF2	14 (3)
Doxo21 vs Cycling0	ZEB1	 	transcription regulator	 	-1.177	 	6.97E-04	CCN2,EDN1,FADS2,FOSB,ITGB4	37 (12)
Palbo14 vs Cycling0	TWIST1	 	transcription regulator	 	-1.067	bias	6.98E-04	ADAMTS1,AXL,CBX2,FOS,FREM2	 
Palbo28 vs Cycling0	SP3	 	transcription regulator	 	 	 	7.04E-04	EGR1,FOS,HES1,RAB11FIP1,SLC19A1,TERT	45 (12)
Doxo14 vs Cycling0	RBL1	 	transcription regulator	 	1.970	bias	7.09E-04	FOS,HES1,SKP2,TERT	66 (15)
Palbo28 vs Cycling0	BCL3	 	transcription regulator	 	 	 	7.19E-04	CXCL12,EGR1,FOS,SKP2	59 (21)
Palbo28 vs Cycling0	MEF2A	 	transcription regulator	 	-0.068	bias	7.19E-04	AQP4,EDN1,FOS,KLF2	22 (6)
Doxo14 vs Doxo3	FOXQ1	 	transcription regulator	 	 	 	7.20E-04	FOXF2,SP5	 
Palbo28 vs Cycling0	POU5F1	 	transcription regulator	 	-1.827	bias	7.38E-04	B3GNT7,BCL2L11,CXCL12,KLF2,SOCS3,TERT,TNFRSF19,WNT3	39 (8)
Palbo28 vs Palbo3	GLIS3	 	transcription regulator	 	-0.655	bias	7.41E-04	BCL2L11,COL4A1,COL4A2,ITGB4	 
Doxo3 vs Cycling0	HLF	 	transcription regulator	 	 	 	7.49E-04	AQP4,PER1	 
Palbo28 vs Palbo3	POU5F1	 	transcription regulator	 	-1.285	bias	7.50E-04	B3GNT7,BCL2L11,CXCL12,OTX1,SOCS3,TERT,TNFRSF19	 
Palbo3 vs Cycling0	ELK1	 	transcription regulator	 	 	 	7.52E-04	EGR1,FOSB,MIR17HG	 
Doxo3 vs Cycling0	JARID2	 	transcription regulator	 	 	 	7.62E-04	FADS2,INSIG1,SCD	 
Doxo21 vs Doxo3	SMAD2	 	transcription regulator	 	-1.941	bias	7.62E-04	BCL2L11,CCN2,HES1,NET1	30 (11)
Doxo21 vs Doxo3	SNAI2	 	transcription regulator	 	 	 	7.62E-04	BCL2L11,CCN2,CXCL12,MYO16-AS1	 
Doxo14 vs Doxo3	HTT	 	transcription regulator	 	-0.762	 	7.62E-04	CBX2,CCN2,COL4A1,COL4A2,COL6A3,GALNT16,RGS16,SLC1A3	 
Palbo14 vs Palbo3	MRTFB	 	transcription regulator	 	 	 	7.74E-04	COL6A3,CXCL12,FADS2,SULT1E1	 
Doxo21 vs Cycling0	NFKBIA	 	transcription regulator	Inhibited	-2.137	bias	7.85E-04	AXL,CXCL12,FOS,FOXF2,HES1,MEX3A,NID1,RGS16,SOCS3	57 (19)
Doxo3 vs Cycling0	SOX4	 	transcription regulator	Inhibited	-2.200	bias	7.90E-04	CXCL12,FOS,H1-10,NREP,TNFRSF19	 
Doxo21 vs Cycling0	WBP2	 	transcription regulator	 	-1.387	 	7.97E-04	CDK15,COL4A1,COL6A3,EGR1,SLC1A3	 
Doxo21 vs Doxo3	MRTFA	 	transcription regulator	Inhibited	-2.169	bias	7.98E-04	CCN2,COL6A3,CXCL12,EGR1,FOS	26 (13)
Doxo21 vs Doxo3	SMARCB1	 	transcription regulator	 	 	 	7.98E-04	BCL2L11,FOS,FOSB,HES1,SKP2	37 (11)
Doxo21 vs Cycling0	NFE2L2	 	transcription regulator	 	-1.182	bias	8.11E-04	ADAMTS1,CCN2,COL4A2,EVI2A,G6PD,HES1,MIR17HG,MSMO1,PAFAH1B3,PHGDH,SOCS3,TPM1	32 (5)
Doxo21 vs Cycling0	PER1	-2.135	transcription regulator	 	 	 	8.20E-04	BCL2L11,PER1,PER3	7 (2)
Doxo14 vs Cycling0	EGR2	 	transcription regulator	 	-1.172	bias	8.23E-04	ACAT2,CAMK4,CISH,EGR1,FOS,MIR17HG,SLC1A3	36 (10)
Doxo21 vs Cycling0	RUNX3	 	transcription regulator	 	0.907	bias	8.24E-04	BCL2L11,CCN2,COL4A1,GLI2,SLIT2	46 (7)
Palbo14 vs Cycling0	SMAD3	 	transcription regulator	Inhibited	-2.176	bias	8.25E-04	ADAMTS1,COL6A3,EDN1,EGR1,FOS,NET1	31 (19)
Palbo28 vs Cycling0	TP73	 	transcription regulator	 	-1.935	bias	8.30E-04	AXL,BCL2L11,EDN1,EGR1,G6PD,HES1,ITGB4,PSRC1,TERT	53 (16)
Doxo14 vs Doxo3	NOTCH1	 	transcription regulator	 	-0.049	 	8.31E-04	CCN2,FOSB,GLI2,HES1,LFNG	15 (7)
Doxo14 vs Cycling0	GLIS1	 	transcription regulator	 	 	 	8.37E-04	COL4A1,COL4A2,FBN2	 
Doxo3 vs Cycling0	BCOR	 	transcription regulator	 	 	 	8.51E-04	ADAMTS1,DLX6,ZNF503	4 (2)
Palbo14 vs Cycling0	TLE1	 	transcription regulator	 	 	 	8.59E-04	EGR1,FOS	 
Palbo28 vs Palbo3	HOXA5	 	transcription regulator	 	 	 	8.64E-04	EGR1,GDNF,IER2	27 (7)
Doxo3 vs Cycling0	SMAD4	 	transcription regulator	 	-0.762	 	8.66E-04	EDN1,FOS,PAK3,PTGER2,SCD,TERT,TPM1	48 (18)
Palbo3 vs Cycling0	LMX1A	 	transcription regulator	 	 	 	8.74E-04	HES1,SLIT2	 
Doxo21 vs Doxo3	TLE1	 	transcription regulator	 	 	 	8.79E-04	EGR1,FOS	 
Palbo3 vs Cycling0	MRTFB	 	transcription regulator	 	 	 	8.88E-04	ADAMTS1,EGR1,SLIT2,SULT1E1	 
Doxo14 vs Doxo3	TFAP2C	 	transcription regulator	 	 	 	8.89E-04	CCN2,FREM2,SLC19A1	 
Doxo21 vs Cycling0	GLIS1	 	transcription regulator	 	 	 	8.91E-04	COL4A1,COL4A2,FBN2	 
Palbo28 vs Cycling0	HIF1A	 	transcription regulator	Inhibited	-2.231	bias	8.95E-04	ADAMTS1,AQP4,AXL,CTDSPL,CXCL12,EDN1,FOS,PHGDH,SOCS3,TERT	46 (19)
Palbo28 vs Palbo3	ARID2	 	transcription regulator	 	 	 	9.15E-04	FOS,LTBP4,NREP	 
Palbo28 vs Palbo3	JARID2	 	transcription regulator	 	 	 	9.15E-04	FADS2,INSIG1,SCD	 
Doxo3 vs Cycling0	NFATC2	 	transcription regulator	 	-1.102	bias	9.15E-04	AXL,CISH,EDN1,SOCS3,TERT	34 (18)
Doxo21 vs Cycling0	CEBPA	 	transcription regulator	 	-0.564	bias	9.25E-04	FADS2,FOS,H1-10,KLF2,PIK3CD,SCD,SECTM1,SOCS3,TNFRSF19	41 (11)
Palbo28 vs Palbo3	CREBBP	 	transcription regulator	 	 	 	9.39E-04	CAMK4,CXCL12,EGR1,EVI2A,FOS,FOSB,SOCS3	26 (16)
Palbo28 vs Cycling0	TFAP2B	 	transcription regulator	 	 	 	9.66E-04	EDN1,SLC19A1,TERT	 
Palbo28 vs Cycling0	RELA	 	transcription regulator	Inhibited	-2.165	bias	9.74E-04	BCL2L11,EDN1,EGR1,FOS,FOSB,HES1,IER2,MIR17HG,TERT	55 (21)
Doxo14 vs Cycling0	BCL3	 	transcription regulator	 	 	 	9.80E-04	CXCL12,EGR1,FOS,SKP2	62 (18)
Doxo14 vs Cycling0	MEF2A	 	transcription regulator	 	-0.068	bias	9.80E-04	AQP4,EDN1,FOS,KLF2	 
Doxo21 vs Doxo3	RUNX3	 	transcription regulator	 	0.591	bias	9.80E-04	BCL2L11,CCN2,COL4A1,GLI2	33 (12)
Doxo21 vs Doxo3	SP1	 	transcription regulator	 	-0.893	bias	9.86E-04	CCN2,CXCL12,EGR1,FOS,FOXF2,HES1,MAZ,TERT	27 (18)
Palbo28 vs Palbo3	HTT	 	transcription regulator	 	-0.784	 	1.01E-03	BCL2L11,CAMK4,CBX2,COL4A1,COL4A2,EGR1,FOS,GALNT16,NREP,RGS16	34 (17)
Doxo21 vs Doxo3	MYCN	 	transcription regulator	 	-0.126	 	1.01E-03	CCN2,COL4A1,HES1,MIR17HG,PHGDH,TERT	27 (7)
Palbo14 vs Palbo3	ILF3	 	transcription regulator	 	 	 	1.02E-03	ACAT2,FADS2,SCD	 
Doxo3 vs Cycling0	SNAI2	 	transcription regulator	 	-0.068	 	1.02E-03	AXL,CXCL12,ITGB4,MYO16-AS1	 
Palbo28 vs Cycling0	CREM	 	transcription regulator	 	-1.240	 	1.03E-03	CAMK4,EGR1,FOS,MEST,MSMO1	37 (12)
Doxo3 vs Cycling0	TLE1	 	transcription regulator	 	 	 	1.03E-03	EGR1,FOS	 
Doxo3 vs Cycling0	APBB1	 	transcription regulator	 	 	 	1.03E-03	HES1,TPM1	 
Doxo21 vs Cycling0	NFATC2	 	transcription regulator	 	-1.102	bias	1.03E-03	AXL,BCL2L11,CISH,EDN1,SOCS3,TERT	53 (17)
Doxo14 vs Cycling0	EPAS1	 	transcription regulator	Inhibited	-2.401	bias	1.04E-03	AXL,CCN2,CXCL12,EDN1,FOS,SLC7A5,TERT	64 (18)
Doxo21 vs Cycling0	VDR	 	transcription regulator	 	-0.816	 	1.05E-03	CISH,COL4A1,COL4A2,EDN1,EGR1,SOCS3,TERT	59 (23)
Doxo3 vs Cycling0	SP3	 	transcription regulator	 	 	 	1.05E-03	EGR1,FOS,HES1,SLC19A1,TERT	39 (12)
Doxo21 vs Cycling0	BCL3	 	transcription regulator	 	 	 	1.06E-03	CXCL12,EGR1,FOS,SKP2	62 (19)
Doxo14 vs Cycling0	FEV	 	transcription regulator	Inhibited	-2.000	bias	1.07E-03	FOS,SLC1A3,SLIT2,STXBP6	 
Palbo14 vs Cycling0	PPARGC1A	 	transcription regulator	 	1.276	bias	1.07E-03	ADAMTS1,COL6A3,EDN1,FOS,INSIG1,MSMO1,SLC19A1	28 (6)
Doxo3 vs Cycling0	NFKBIA	 	transcription regulator	 	-1.671	 	1.08E-03	AXL,CXCL12,FOS,HES1,NID1,RGS16,SOCS3	35 (19)
Doxo14 vs Cycling0	SP3	 	transcription regulator	 	 	 	1.08E-03	EGR1,FOS,HES1,RAB11FIP1,SLC19A1,TERT	45 (10)
Palbo28 vs Cycling0	MAX	 	transcription regulator	 	 	 	1.09E-03	DLEU2,EDN1,FADS2,TERT	 
Doxo14 vs Cycling0	EP300	 	transcription regulator	Inhibited	-2.156	bias	1.14E-03	AXL,CAMK4,EDN1,EGR1,EVI2A,FOS,SKP2,TERT,WNT5B	64 (20)
Doxo3 vs Cycling0	ZEB1	 	transcription regulator	 	 	 	1.15E-03	EDN1,FADS2,FOSB,ITGB4	20 (7)
Palbo14 vs Palbo3	MRTFA	 	transcription regulator	 	 	 	1.15E-03	COL6A3,CXCL12,FADS2,SULT1E1	 
Doxo14 vs Cycling0	MSGN1	 	transcription regulator	 	 	 	1.15E-03	HES1,LFNG	 
Doxo21 vs Cycling0	FEV	 	transcription regulator	Inhibited	-2.000	bias	1.16E-03	FOS,SLC1A3,SLIT2,STXBP6	 
Palbo28 vs Palbo3	TLE1	 	transcription regulator	 	 	 	1.17E-03	EGR1,FOS	 
Doxo21 vs Cycling0	EPAS1	 	transcription regulator	Inhibited	-2.401	bias	1.18E-03	AXL,CCN2,CXCL12,EDN1,FOS,SLC7A5,TERT	65 (17)
Doxo3 vs Cycling0	TBX1	 	transcription regulator	 	 	 	1.18E-03	MIR17HG,OTX1	 
Palbo28 vs Palbo3	AIP	 	transcription regulator	 	 	 	1.20E-03	GDNF,HTR1D,RGS16	 
Doxo21 vs Cycling0	MSGN1	 	transcription regulator	 	 	 	1.20E-03	HES1,LFNG	 
Doxo21 vs Cycling0	SP3	 	transcription regulator	 	 	 	1.21E-03	EGR1,FOS,HES1,RAB11FIP1,SLC19A1,TERT	49 (12)
Doxo3 vs Cycling0	ATN1	 	transcription regulator	 	 	 	1.21E-03	CAMK4,NREP,RGS16,TM4SF1	 
Palbo28 vs Palbo3	NFATC2	 	transcription regulator	 	-0.744	bias	1.22E-03	BCL2L11,CISH,EDN1,SOCS3,TERT	41 (20)
Palbo28 vs Cycling0	ILF3	 	transcription regulator	 	0.463	bias	1.22E-03	ACAT2,FADS2,FOS,SCD	 
Doxo14 vs Cycling0	TFAP2B	 	transcription regulator	 	 	 	1.23E-03	EDN1,SLC19A1,TERT	 
Doxo3 vs Cycling0	CTNNB1	 	transcription regulator	 	-1.837	bias	1.23E-03	AQP4,CXCL12,EDN1,EGR1,FOS,HES1,MIR17HG,TERT,TNFRSF19,WNT3,WNT5B	44 (20)
Doxo3 vs Cycling0	CEBPA	 	transcription regulator	 	-0.269	bias	1.23E-03	FADS2,FOS,H1-10,PIK3CD,SCD,SOCS3,TNFRSF19	22 (5)
Palbo3 vs Cycling0	TWIST1	 	transcription regulator	 	-1.067	bias	1.23E-03	ADAMTS1,AXL,CBX2,FREM2	 
Doxo21 vs Doxo3	SOX9	 	transcription regulator	 	0.152	bias	1.24E-03	CCN2,CELSR2,FOS,HES1	24 (12)
Doxo21 vs Doxo3	ARID1A	 	transcription regulator	 	0.239	 	1.26E-03	COL4A1,EGR1,FOS,HES1,LTBP4,MEST,TERT	32 (14)
Doxo14 vs Cycling0	POU5F1	 	transcription regulator	 	-1.627	bias	1.27E-03	B3GNT7,CXCL12,GLI2,KLF2,OTX1,TERT,TNFRSF19,WNT3	39 (4)
Doxo3 vs Cycling0	MAFB	 	transcription regulator	 	-1.000	 	1.28E-03	AQP4,CXCL12,OLFML2B,OLFML3	 
Palbo28 vs Palbo3	SNAI2	 	transcription regulator	 	 	 	1.30E-03	BCL2L11,CXCL12,ITGB4,MYO16-AS1	 
Doxo21 vs Cycling0	TFAP2B	 	transcription regulator	 	 	 	1.31E-03	EDN1,SLC19A1,TERT	 
Doxo21 vs Doxo3	FOXQ1	 	transcription regulator	 	 	 	1.31E-03	FOXF2,SP5	 
Doxo14 vs Doxo3	VHL	 	transcription regulator	 	 	 	1.31E-03	CCN2,CXCL12,SKP2,SLC1A3	28 (6)
Palbo28 vs Palbo3	TBX1	 	transcription regulator	 	 	 	1.34E-03	MIR17HG,OTX1	 
Palbo28 vs Cycling0	SOX11	 	transcription regulator	Inhibited	-2.219	bias	1.34E-03	EGR1,IER2,MEX3A,NREP,VASH2	 
Palbo3 vs Cycling0	ADNP	 	transcription regulator	 	 	 	1.34E-03	FOSB,HES1	 
Doxo3 vs Cycling0	HNRNPD	 	transcription regulator	 	 	 	1.35E-03	FOS,TERT	17 (7)
Palbo28 vs Palbo3	SP3	 	transcription regulator	 	 	 	1.40E-03	EGR1,FOS,HES1,RAB11FIP1,TERT	30 (12)
Doxo14 vs Doxo3	SMAD3	 	transcription regulator	Inhibited	-2.173	bias	1.40E-03	CCN2,COL4A1,COL4A2,COL6A3,GLI2	28 (14)
Palbo28 vs Cycling0	MTDH	 	transcription regulator	 	 	 	1.41E-03	COL4A1,COL4A2,EGR1,FADS2,MSMO1	42 (9)
Palbo14 vs Cycling0	MAML1	 	transcription regulator	 	 	 	1.43E-03	EGR1,HES1	26 (7)
Doxo14 vs Doxo3	SOX2	 	transcription regulator	 	-0.169	bias	1.44E-03	AQP4,CCN2,CXCL12,GLI2,SKP2,TNFRSF19	 
Doxo21 vs Doxo3	SRF	 	transcription regulator	Inhibited	-2.158	bias	1.45E-03	BCL2L11,CCN2,EGR1,FOS,FOSB,NET1	30 (19)
Palbo14 vs Cycling0	NFATC3	 	transcription regulator	 	 	 	1.45E-03	EDN1,FOS,FOSB	17 (6)
Palbo28 vs Palbo3	ZEB1	 	transcription regulator	 	 	 	1.45E-03	EDN1,FADS2,FOSB,ITGB4	21 (7)
Doxo21 vs Doxo3	MAML1	 	transcription regulator	 	 	 	1.47E-03	EGR1,HES1	 
Doxo21 vs Doxo3	WT1	 	transcription regulator	 	 	 	1.48E-03	CCN2,COL4A1,EGR1,FOSB,TERT	 
Doxo14 vs Cycling0	MAX	 	transcription regulator	 	 	 	1.48E-03	DLEU2,EDN1,FADS2,TERT	 
Palbo3 vs Cycling0	ZFHX3	 	transcription regulator	 	 	 	1.50E-03	RGS16,RYR3,SLIT2	 
Doxo14 vs Doxo3	TAF4	 	transcription regulator	 	 	 	1.51E-03	CCN2,COL6A3,OLFML3	 
Doxo14 vs Doxo3	SOX4	 	transcription regulator	 	-1.964	bias	1.51E-03	CXCL12,EVI2A,MEX3A,TNFRSF19	 
Doxo3 vs Cycling0	HIF1A	 	transcription regulator	 	-1.995	bias	1.53E-03	ADAMTS1,AQP4,AXL,CXCL12,EDN1,FOS,SOCS3,TERT	28 (17)
Doxo3 vs Cycling0	RAX	 	transcription regulator	 	 	 	1.53E-03	HES1,SOCS3	 
Doxo3 vs Cycling0	MYCN	 	transcription regulator	 	-1.109	 	1.53E-03	ADAMTS1,HES1,MIR17HG,OTX1,TERT,TPM1	34 (11)
Palbo28 vs Palbo3	HNRNPD	 	transcription regulator	 	 	 	1.53E-03	FOS,TERT	26 (11)
Palbo14 vs Palbo3	HMG20A	 	transcription regulator	 	 	 	1.54E-03	FADS2,PTGER2,RGS16	 
Palbo28 vs Palbo3	NFKBIA	 	transcription regulator	Inhibited	-2.414	 	1.56E-03	CXCL12,FOS,HES1,MEX3A,NID1,RGS16,SOCS3	38 (17)
Palbo14 vs Cycling0	ELK3	 	transcription regulator	 	 	 	1.60E-03	EGR1,FOS	26 (10)
Doxo21 vs Cycling0	MAX	 	transcription regulator	 	 	 	1.60E-03	DLEU2,EDN1,FADS2,TERT	 
Palbo28 vs Palbo3	WBP2	 	transcription regulator	 	-0.152	 	1.62E-03	CDK15,COL4A1,EGR1,LINC00324	 
Palbo28 vs Cycling0	RYBP	 	transcription regulator	 	 	 	1.62E-03	FOSB,WNT3,WNT5B	 
Doxo21 vs Doxo3	ELK3	 	transcription regulator	 	 	 	1.64E-03	EGR1,FOS	24 (12)
Doxo3 vs Cycling0	YY1	 	transcription regulator	 	0.218	 	1.64E-03	CXCL12,EDN1,EGR1,FOS,PSRC1,TPM1	44 (16)
Palbo14 vs Cycling0	CREM	 	transcription regulator	 	 	 	1.65E-03	CAMK4,EGR1,FOS,MSMO1	21 (8)
Doxo3 vs Cycling0	TFAP2A	 	transcription regulator	 	 	 	1.66E-03	FREM2,SLC19A1,TERT,TPM1	 
Doxo3 vs Cycling0	SOX9	 	transcription regulator	 	1.000	bias	1.66E-03	ADAMTS1,FOS,HES1,WNT3	35 (7)
Doxo14 vs Cycling0	ILF3	 	transcription regulator	 	0.463	bias	1.66E-03	ACAT2,FADS2,FOS,SCD	 
Doxo14 vs Cycling0	HLF	 	transcription regulator	 	 	 	1.67E-03	AQP4,PER1	 
Doxo14 vs Doxo3	ADNP	 	transcription regulator	 	 	 	1.70E-03	FOSB,HES1	 
Doxo14 vs Cycling0	MEN1	 	transcription regulator	 	0.152	bias	1.70E-03	AQP4,FOS,SLC1A3,SLIT2,TERT	 
Palbo3 vs Cycling0	HMG20A	 	transcription regulator	 	 	 	1.71E-03	AXL,PTGER2,RGS16	 
Doxo3 vs Cycling0	MAML1	 	transcription regulator	 	 	 	1.71E-03	EGR1,HES1	26 (7)
Doxo21 vs Cycling0	TP73	 	transcription regulator	 	-1.935	bias	1.73E-03	AXL,BCL2L11,EDN1,EGR1,G6PD,HES1,ITGB4,PSRC1,TERT	62 (20)
Palbo28 vs Palbo3	RAX	 	transcription regulator	 	 	 	1.73E-03	HES1,SOCS3	 
Doxo14 vs Cycling0	KLF2	-1.919	transcription regulator	 	1.387	bias	1.75E-03	CCN2,COL4A1,EDN1,ITGB4,TERT	55 (14)
Doxo14 vs Cycling0	TRIM28	 	transcription regulator	Inhibited	-2.236	bias	1.79E-03	EGR1,FOS,GDPD3,KLF2,LHX9	44 (15)
Doxo21 vs Cycling0	ILF3	 	transcription regulator	 	0.463	bias	1.80E-03	ACAT2,FADS2,FOS,SCD	 
Doxo21 vs Doxo3	TRRAP	 	transcription regulator	 	 	 	1.81E-03	BCL2L11,TERT	 
Palbo28 vs Cycling0	YY1	 	transcription regulator	 	0.600	 	1.82E-03	BCL2L11,CXCL12,EDN1,EGR1,FOS,KLF2,PSRC1	53 (15)
Palbo28 vs Cycling0	HOXA5	 	transcription regulator	 	 	 	1.82E-03	EGR1,GDNF,IER2	23 (6)
Doxo3 vs Cycling0	NFATC3	 	transcription regulator	 	 	 	1.88E-03	EDN1,FOS,FOSB	19 (7)
Palbo3 vs Cycling0	CREBBP	 	transcription regulator	 	 	 	1.89E-03	AXL,CAMK4,EGR1,FOSB,WNT5B	6 (2)
