© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo28 vs Cycling0	SIX2	 	transcription regulator	Activated	3.000	bias	9.92E-07	CCNB1,CCNB2,CDC25A,CDC45,CDC6,FEN1,MCM2,MCM4,NUSAP1	 
Palbo28 vs Cycling0	ERG	 	transcription regulator	Inhibited	-3.020	bias	1.02E-06	C4orf46,CCNA2,CDK2,CDKN2D,CIT,CKS1B,DEPDC1B,DIAPH3,EZH2,GUCY1B1,HMGB1,HMMR,IQGAP3,KIF20B,LEF1,MMS22L,MNS1,NRG1,PRR11,RRM1,RRM2,SLC8A1,TYMS	158 (8)
Doxo21 vs Doxo3	TFAP2A	 	transcription regulator	 	-1.628	 	1.05E-06	BCL2,BIRC5,E2F1,E2F2,E2F8,EZH2,IL17B,MCM5,MCM7,RAD51,RRM2,TYMS	209 (19)
Palbo3 vs Cycling0	SIX2	 	transcription regulator	Activated	3.000	bias	1.26E-06	CCNB1,CCNB2,CDC25A,CDC45,CDC6,FEN1,MCM2,MCM4,NUSAP1	 
Doxo14 vs Doxo3	TLX1	 	transcription regulator	Inhibited	-2.236	bias	1.27E-06	CCNB1,CDC20,CDC6,ORC1,RAD51	 
Palbo14 vs Palbo3	TCF3	 	transcription regulator	 	-0.447	 	1.28E-06	CDC20,CEP55,ESCO2,IL7R,KIF2C,KIF4A,NDC80,PLK4,RRM2,SPC25,TTK	31 (3)
Palbo28 vs Palbo3	TFAP2A	 	transcription regulator	 	0.844	 	1.36E-06	BCL2,BIRC5,E2F1,E2F2,EZH2,IL17B,MCM5,RAD51,RRM2	77 (17)
Doxo3 vs Cycling0	MXD1	 	transcription regulator	Activated	2.449	bias	1.38E-06	BUB1,CCNA2,CCNB2,CENPE,CENPF,TOP2A	 
Palbo14 vs Cycling0	SIX2	 	transcription regulator	Activated	3.000	bias	1.56E-06	CCNB1,CCNB2,CDC25A,CDC45,CDC6,FEN1,MCM2,MCM4,NUSAP1	 
Palbo3 vs Cycling0	NCOA3	 	transcription regulator	Inhibited	-3.263	bias	1.71E-06	BCL2,CCNA2,CCNB1,CCNE2,CDC25A,CDC6,CDK2,E2F1,IRS1,MCM7,PCNA	273 (23)
Doxo21 vs Cycling0	TFAP2A	 	transcription regulator	 	-1.628	 	1.86E-06	BCL2,BIRC5,E2F1,E2F2,E2F8,EZH2,IL17B,MCM5,MCM7,RAD51,RRM2,TYMS	216 (18)
Doxo21 vs Cycling0	PRDM2	 	transcription regulator	Activated	3.742	 	1.86E-06	ANLN,ANP32E,ASPM,ATAD5,CIP2A,CKAP2L,FAM111B,HCCS-DT,HMMR,KIF20B,MYBL1,NUF2,SGO2,SMC2	 
Doxo21 vs Doxo3	ZFP91	 	transcription regulator	Activated	2.236	bias	1.91E-06	CCNA2,CDK1,MAD2L1,RRM2,STMN1	 
Doxo21 vs Doxo3	TP63	 	transcription regulator	Inhibited	-3.488	 	1.95E-06	BLM,BRCA1,CCNA2,CCNB1,CDC25C,CDK1,CKS2,CTSV,E2F1,FANCA,FOXQ1,FST,KIF23,MAD2L1,MCM10,MKI67,PCNA,PTHLH,RACGAP1,RAD51,RRM2,S100A2,STMN1,TACC3,TOP2A,TP73,UHRF1	211 (17)
Doxo21 vs Doxo3	TLX1	 	transcription regulator	Inhibited	-2.449	bias	1.98E-06	CCNB1,CDC20,CDC6,ORC1,PCNA,RAD51	178 (7)
Doxo21 vs Doxo3	ZNF507	 	transcription regulator	 	-1.568	bias	1.98E-06	BCL2,BIRC5,CCNB1,CDC25A,CDK1,CDK2	 
Palbo14 vs Palbo3	YY1	 	transcription regulator	 	0.485	 	2.13E-06	AURKB,BCL2,CENPA,CENPH,CYP24A1,KIF20A,KIF2C,RAD51,SDC1,TNFRSF13C	 
Doxo14 vs Cycling0	GATAD2B	 	transcription regulator	 	1.000	 	2.47E-06	E2F1,H1-4,H1-5,HMGB2,PTN,RRM2	 
Doxo21 vs Cycling0	ZFP91	 	transcription regulator	Activated	2.236	bias	2.50E-06	CCNA2,CDK1,MAD2L1,RRM2,STMN1	 
Palbo28 vs Palbo3	GON4L	 	transcription regulator	 	 	 	2.55E-06	CCNB1,CCNB2,E2F2,MYB	 
Doxo14 vs Cycling0	PRDM2	 	transcription regulator	Activated	3.464	 	2.67E-06	ANLN,ANP32E,ASPM,ATAD5,CIP2A,CKAP2L,HCCS-DT,HMMR,KIF20B,NUF2,SGO2,SMC2	 
Doxo21 vs Cycling0	ZNF507	 	transcription regulator	 	-1.568	bias	2.71E-06	BCL2,BIRC5,CCNB1,CDC25A,CDK1,CDK2	 
Doxo14 vs Doxo3	ID3	 	transcription regulator	 	-0.933	 	2.85E-06	BRCA1,BRCA2,CCNB1,CDC25B,CDC6,CDKN2C,E2F2,EXO1,RAD51,RFC3	88 (7)
Doxo14 vs Doxo3	UXT	 	transcription regulator	Activated	2.219	bias	2.98E-06	BRIP1,CCNA2,CDC6,GTSE1,TTK	 
Doxo14 vs Cycling0	SP1	 	transcription regulator	Inhibited	-3.532	bias	3.00E-06	BIRC5,CCNA2,CDC25B,CDC25C,CDK1,CDK2,CDKN2C,DBF4,DHFR,DIAPH3,E2F1,FOXM1,MYBL2,PTN,PTTG1,RAD54L,RANBP1,RBL1,RECQL4,RNASEH2A,RRM2,TYMS	164 (16)
Doxo21 vs Doxo3	CREB1	 	transcription regulator	Inhibited	-2.352	bias	3.05E-06	AURKA,BCL2,BIRC5,CCNA2,CCNB1,CCNB2,CDCA8,CSRP2,GPR19,GPR3,JPT1,MCM5,MCM6,MKI67,MNS1,MYBL2,NEURL1B,NRGN,PCNA,PEG10,RAC3,RAD54L,SORCS3,STMN1	232 (18)
Doxo3 vs Cycling0	NFYA	 	transcription regulator	 	 	 	3.08E-06	CCNA2,CCNB1,CCNB2,CDC25C,CDCA8,TOP2A	53 (9)
Doxo21 vs Doxo3	NSD2	-1.410	transcription regulator	 	 	 	3.11E-06	BCL2,CCNE2,CDC25A,E2F2,H2AX,PLK1,TOP2A	206 (17)
Doxo21 vs Cycling0	MDM4	 	transcription regulator	Inhibited	-2.236	bias	3.28E-06	CENPF,E2F1,KIF23,LEF1,MAD2L1,TP73,WNT7B	130 (7)
Palbo14 vs Palbo3	E2F5	 	transcription regulator	 	 	 	3.33E-06	AURKB,E2F1,MYB,MYBL2	 
Palbo3 vs Cycling0	MYB	-5.853	transcription regulator	Inhibited	-3.764	bias	3.44E-06	AURKA,BCL2,BIRC5,BRCA1,CCNB1,CDK1,EZH2,FOXM1,IL7R,MYB,PCNA,POLA1,RBL1,SDC1,TNFRSF13C	243 (21)
Palbo28 vs Palbo3	MYB	2.047	transcription regulator	 	1.295	bias	3.56E-06	AURKA,BCL2,BIRC5,CCNB1,EZH2,FOXM1,IL7R,MYB,SDC1,TNFRSF13C	72 (15)
Doxo14 vs Doxo3	ZFP91	 	transcription regulator	Activated	2.000	bias	3.72E-06	CCNA2,MAD2L1,RRM2,STMN1	 
Doxo14 vs Doxo3	TAL1	 	transcription regulator	Inhibited	-3.162	 	4.26E-06	CCNB1,CDKN3,CENPU,DSCC1,GINS1,KIF15,KIF20A,MCM2,OIP5,RIPK4	 
Palbo28 vs Cycling0	ZFP91	 	transcription regulator	Activated	2.236	bias	4.39E-06	CCNA2,CDK1,MAD2L1,RRM2,STMN1	 
Doxo14 vs Cycling0	RUVBL2	 	transcription regulator	 	 	 	4.43E-06	CDKN2C,MCM3,MCM4,RBL1	 
Doxo21 vs Cycling0	NSD2	-2.168	transcription regulator	 	 	 	4.46E-06	BCL2,CCNE2,CDC25A,E2F2,H2AX,PLK1,TOP2A	211 (15)
Palbo28 vs Palbo3	CCNE1	 	transcription regulator	Activated	2.219	bias	4.50E-06	CCNB1,CDC45,CDC6,E2F1,MCM2	77 (15)
Palbo28 vs Palbo3	ID3	 	transcription regulator	 	-0.412	 	4.56E-06	BCL2,CCNB1,CDC6,E2F2,IL7R,MYB,POLQ,RAD51,RFC3,SDC1	105 (18)
Palbo14 vs Cycling0	MYB	-2.081	transcription regulator	Inhibited	-3.764	bias	4.71E-06	AURKA,BCL2,BIRC5,BRCA1,CCNB1,CDK1,EZH2,FOXM1,IL7R,MYB,PCNA,POLA1,RBL1,SDC1,TNFRSF13C	247 (20)
Palbo28 vs Cycling0	PAX8	 	transcription regulator	Inhibited	-2.626	bias	5.05E-06	BCL2,CCNA2,CDC6,DHFR,E2F1,MCM3,WT1	 
Palbo3 vs Cycling0	ZFP91	 	transcription regulator	Activated	2.236	bias	5.06E-06	CCNA2,CDK1,MAD2L1,RRM2,STMN1	 
Palbo3 vs Cycling0	GLI1	 	transcription regulator	 	0.463	 	5.09E-06	APOBEC3B,ASPM,ATAD2,BCL2,BRCA1,BRCA2,CDK2,CNTRL,EPHB6,FANCD2,FOXM1,GAS2L3,IQGAP3,IRS1,KNL1,MCM4,MKI67,NEURL1B,NRG1,PCNA,PTHLH,PTTG1,RHEBL1,S100A2,SCARA3,SGO2	 
Palbo28 vs Cycling0	ZNF507	 	transcription regulator	 	-1.568	bias	5.26E-06	BCL2,BIRC5,CCNB1,CDC25A,CDK1,CDK2	 
Palbo28 vs Palbo3	HSF1	 	transcription regulator	 	-0.399	 	5.30E-06	BCL2,CDC6,CENPA,CKS1B,FOXM1,IL7R,ITGB3BP,KNTC1,MCM2,SGO2,WWC1	58 (7)
Doxo21 vs Doxo3	UXT	 	transcription regulator	Activated	2.431	bias	5.48E-06	BRIP1,BUB1,CCNA2,CDC6,GTSE1,TTK	 
Palbo14 vs Cycling0	CREB1	 	transcription regulator	Inhibited	-2.819	bias	5.62E-06	AURKA,BCL2,BIRC5,CCNA2,CCNB1,CCNB2,CDCA8,CSRP2,GPR19,GPR3,JPT1,KPNA2,MCAM,MCM5,MCM6,MKI67,MNS1,MYBL2,NEURL1B,NRGN,PCNA,PEG10,RAC3,RAD54L,S1PR3,SORCS3,STMN1	246 (13)
Palbo28 vs Palbo3	NFYA	 	transcription regulator	 	0.975	bias	5.74E-06	BCL2,CCNB1,CCNB2,CDC25C,CDCA8,E2F1,RRM2	90 (13)
Palbo14 vs Cycling0	ZFP91	 	transcription regulator	Activated	2.236	bias	5.75E-06	CCNA2,CDK1,MAD2L1,RRM2,STMN1	 
Doxo21 vs Doxo3	ASCL1	 	transcription regulator	Inhibited	-2.800	bias	5.97E-06	BIRC5,CDCA7,CDK1,CDK2,E2F1,EZH2,FOXM1,NUSAP1,TTK,UBE2C	78 (6)
Palbo28 vs Palbo3	TFDP1	 	transcription regulator	 	 	 	6.02E-06	CDC6,E2F1,MYB,MYBL2,TP73	82 (13)
Doxo3 vs Cycling0	SMARCB1	 	transcription regulator	Activated	2.732	bias	6.07E-06	AURKA,CCNA2,CENPA,CENPE,KIF11,KIF23,PLK4,SMC4	 
Palbo3 vs Cycling0	PAX8	 	transcription regulator	Inhibited	-2.626	bias	6.10E-06	BCL2,CCNA2,CDC6,DHFR,E2F1,MCM3,WT1	 
Palbo3 vs Cycling0	ZNF507	 	transcription regulator	 	-1.568	bias	6.21E-06	BCL2,BIRC5,CCNB1,CDC25A,CDK1,CDK2	 
Doxo14 vs Cycling0	ASCL1	 	transcription regulator	Inhibited	-2.621	bias	6.48E-06	BIRC5,CDCA7,CDK1,CDK2,E2F1,FOXM1,NUSAP1,TTK,UBE2C	55 (5)
Doxo21 vs Doxo3	TRRAP	 	transcription regulator	 	 	 	6.49E-06	MAD2L1,MCM3,MCM4,PCNA,RBL1	113 (11)
Doxo14 vs Cycling0	SIX2	 	transcription regulator	Activated	2.646	bias	6.54E-06	CCNB1,CCNB2,CDC45,FEN1,MCM2,MCM4,NUSAP1	 
Doxo14 vs Doxo3	BRCA1	-1.003	transcription regulator	 	-0.411	 	6.65E-06	BIRC5,BRCA1,BRCA2,CCNB1,CCNB2,EXO1,MAD2L1,NEK2,RAD51	103 (16)
Palbo14 vs Palbo3	MYBL2	1.163	transcription regulator	 	1.062	 	6.73E-06	BCL2,E2F1,MYBL2,RRM2,UBE2C	29 (8)
Palbo28 vs Palbo3	ID2	 	transcription regulator	Inhibited	-2.059	 	6.79E-06	AURKB,BCL2,CCNB1,CDC6,E2F2,IL7R,MCAM,MYB,PLK1,SDC1	82 (12)
Palbo28 vs Cycling0	MDM4	 	transcription regulator	Inhibited	-2.236	bias	6.97E-06	CENPF,E2F1,KIF23,LEF1,MAD2L1,TP73,WNT7B	188 (10)
Palbo28 vs Cycling0	PRDM2	 	transcription regulator	Activated	3.742	 	6.99E-06	ANLN,ANP32E,ASPM,ATAD5,CIP2A,CKAP2L,FAM111B,HCCS-DT,HMMR,KIF20B,MYBL1,NUF2,SGO2,SMC2	 
Doxo21 vs Doxo3	MAX	 	transcription regulator	 	 	 	7.03E-06	CCNB1,CDC25A,DHFR,E2F1,E2F2,EZH2,ODC1,PTMA,UBE2C	 
Palbo14 vs Cycling0	ZNF507	 	transcription regulator	 	-1.568	bias	7.21E-06	BCL2,BIRC5,CCNB1,CDC25A,CDK1,CDK2	 
Palbo14 vs Cycling0	PAX8	 	transcription regulator	Inhibited	-2.626	bias	7.23E-06	BCL2,CCNA2,CDC6,DHFR,E2F1,MCM3,WT1	 
Doxo14 vs Cycling0	ERG	 	transcription regulator	Inhibited	-2.517	bias	7.25E-06	CCNA2,CDK2,CIT,CKS1B,DEPDC1B,DIAPH3,GUCY1B1,HMGB1,HMMR,IQGAP3,KIF20B,MMS22L,MNS1,PRR11,RRM2,SLC8A1,TYMS	20 (2)
Palbo14 vs Palbo3	TOX	 	transcription regulator	 	1.342	 	7.25E-06	BRIP1,CDC20,RAD51,RAD54L,TTK	 
Palbo14 vs Palbo3	E2F6	 	transcription regulator	 	-1.387	 	7.25E-06	E2F1,E2F2,PCLAF,RAD51,RRM2	38 (7)
Doxo21 vs Cycling0	UXT	 	transcription regulator	Activated	2.431	bias	7.50E-06	BRIP1,BUB1,CCNA2,CDC6,GTSE1,TTK	 
Doxo14 vs Cycling0	BRCA1	-1.105	transcription regulator	 	0.983	 	8.07E-06	BIRC5,BRCA1,CCNB1,CCNB2,CDC25C,FEN1,H2AX,MAD2L1,NEK2,PLK1,RBL1	180 (18)
Palbo14 vs Cycling0	GLI1	 	transcription regulator	 	0.632	 	8.08E-06	APOBEC3B,ASPM,ATAD2,BCL2,BRCA1,BRCA2,CDK2,CNTRL,EPHB6,FANCD2,FOXM1,FOXQ1,GAS2L3,IQGAP3,KNL1,MCM4,MKI67,NEURL1B,NRG1,PCNA,PTHLH,PTTG1,RHEBL1,S100A2,SCARA3,SGO2	 
Doxo3 vs Cycling0	MED1	 	transcription regulator	Inhibited	-2.772	bias	8.31E-06	AURKA,BIRC5,CCNB1,CDC20,CENPA,LBR,PLK1,PTMA	 
Palbo3 vs Cycling0	MDM4	 	transcription regulator	Inhibited	-2.236	bias	8.42E-06	CENPF,E2F1,KIF23,LEF1,MAD2L1,TP73,WNT7B	245 (15)
Doxo21 vs Cycling0	TRRAP	 	transcription regulator	 	 	 	8.47E-06	MAD2L1,MCM3,MCM4,PCNA,RBL1	123 (12)
Palbo14 vs Palbo3	STAT6	 	transcription regulator	 	1.671	 	8.51E-06	AUNIP,BCL2,BRIP1,DTL,FANCD2,MYB,NEIL3,PCLAF,RAD51,RAD54L,TNFRSF11A	 
Doxo14 vs Doxo3	TFAP2A	 	transcription regulator	 	-1.245	 	8.60E-06	BIRC5,E2F1,E2F2,IL17B,MCM5,MCM7,RAD51,RRM2	58 (7)
Doxo21 vs Doxo3	MYB	-0.486	transcription regulator	Inhibited	-3.506	bias	8.63E-06	AURKA,BCL2,BIRC5,BRCA1,CCNB1,CDK1,EZH2,FOXM1,PCNA,POLA1,RBL1,SDC1,TNFRSF13C	203 (18)
Doxo21 vs Cycling0	SND1	 	transcription regulator	 	-1.897	bias	8.71E-06	C4orf46,CDC6,CDK2,CKS1B,DEPDC1B,DHFR,E2F1,IQGAP3,MMS22L,MNS1,PRR11,SLC8A1,SLCO4A1	 
Palbo28 vs Cycling0	GLI1	 	transcription regulator	 	0.463	 	9.17E-06	APOBEC3B,ASPM,ATAD2,BCL2,BRCA1,BRCA2,CDK2,CNTRL,EPHB6,FANCD2,FOXM1,FOXQ1,GAS2L3,IQGAP3,KNL1,MCM4,MKI67,NEURL1B,NRG1,PCNA,PTHLH,PTTG1,S100A2,SCARA3,SGO2	 
Palbo28 vs Cycling0	NCOA3	 	transcription regulator	Inhibited	-3.119	bias	9.26E-06	BCL2,CCNA2,CCNB1,CCNE2,CDC25A,CDC6,CDK2,E2F1,MCM7,PCNA	267 (24)
Palbo28 vs Cycling0	NSD2	-1.893	transcription regulator	 	 	 	9.46E-06	BCL2,CCNE2,CDC25A,E2F2,H2AX,PLK1,TOP2A	222 (15)
Doxo21 vs Cycling0	ASCL1	 	transcription regulator	Inhibited	-2.800	bias	9.63E-06	BIRC5,CDCA7,CDK1,CDK2,E2F1,EZH2,FOXM1,NUSAP1,TTK,UBE2C	78 (6)
Palbo3 vs Cycling0	PRDM2	 	transcription regulator	Activated	3.742	 	9.70E-06	ANLN,ANP32E,ASPM,ATAD5,CIP2A,CKAP2L,FAM111B,HCCS-DT,HMMR,KIF20B,MYBL1,NUF2,SGO2,SMC2	 
Palbo14 vs Cycling0	MDM4	 	transcription regulator	Inhibited	-2.236	bias	9.97E-06	CENPF,E2F1,KIF23,LEF1,MAD2L1,TP73,WNT7B	251 (15)
Doxo14 vs Doxo3	ZFP36	 	transcription regulator	Activated	2.607	bias	1.02E-05	CDC6,CENPA,E2F1,NEK2,PBK,PRC1,TOP2A	 
Palbo3 vs Cycling0	CREB1	 	transcription regulator	Inhibited	-2.678	bias	1.02E-05	AURKA,BCL2,BIRC5,CCNA2,CCNB1,CCNB2,CDCA8,CSRP2,GPR19,GPR3,JPT1,KPNA2,MCM5,MCM6,MKI67,MNS1,MYBL2,NEURL1B,NRGN,PCNA,PEG10,RAC3,RAD54L,S1PR3,SORCS3,STMN1	251 (14)
Doxo21 vs Doxo3	MEF2D	 	transcription regulator	Activated	2.828	bias	1.04E-05	CCNE2,CDC6,CDK2,CDT1,MCM3,MCM5,MCM6,PCNA	 
Palbo14 vs Cycling0	TFAP2A	 	transcription regulator	 	-1.628	 	1.05E-05	BCL2,BIRC5,E2F1,E2F2,E2F8,EZH2,IL17B,MCM5,MCM7,RAD51,RRM2,TYMS	187 (16)
Doxo21 vs Cycling0	MAX	 	transcription regulator	 	 	 	1.09E-05	CCNB1,CDC25A,DHFR,E2F1,E2F2,EZH2,ODC1,PTMA,UBE2C	 
Doxo14 vs Cycling0	TP63	 	transcription regulator	Inhibited	-2.788	 	1.12E-05	BRCA1,CCNA2,CCNB1,CDC25C,CDK1,CKS2,CTSV,E2F1,FANCA,KIF23,MAD2L1,MCM10,MKI67,NECTIN1,PTHLH,RACGAP1,RRM2,S100A2,STMN1,TACC3,TOP2A,UHRF1	161 (17)
Palbo14 vs Cycling0	ID2	 	transcription regulator	 	0.728	 	1.14E-05	AURKB,BCL2,CCNB1,CCNE2,CDC25B,CDC6,CDK1,CDKN2C,E2F2,ETS2,IL7R,MCAM,MYB,PLK1,SDC1	235 (15)
Palbo3 vs Cycling0	NSD2	-2.030	transcription regulator	 	 	 	1.14E-05	BCL2,CCNE2,CDC25A,E2F2,H2AX,PLK1,TOP2A	231 (17)
Palbo28 vs Cycling0	MYB	-3.806	transcription regulator	Inhibited	-3.629	bias	1.15E-05	AURKA,BCL2,BIRC5,BRCA1,CCNB1,CDK1,EZH2,FOXM1,MYB,PCNA,POLA1,RBL1,SDC1,TNFRSF13C	222 (18)
Doxo21 vs Doxo3	ERG	 	transcription regulator	Inhibited	-2.540	bias	1.20E-05	C4orf46,CCNA2,CDK2,CDKN2D,CIT,CKS1B,DEPDC1B,EZH2,GUCY1B1,HMGB1,HMMR,IQGAP3,KIF20B,LEF1,MNS1,RRM1,RRM2,SLC8A1,TYMS	146 (8)
Doxo21 vs Cycling0	GLI1	 	transcription regulator	 	0.298	 	1.25E-05	APOBEC3B,ASPM,ATAD2,BCL2,BRCA1,CDK2,CNTRL,EPHB6,FANCD2,FOXM1,FOXQ1,GAS2L3,IQGAP3,IRS1,KNL1,MCM4,MKI67,NEURL1B,PCNA,PTHLH,PTTG1,SCARA3,SGO2	 
Doxo3 vs Cycling0	TBX21	 	transcription regulator	 	 	 	1.26E-05	BIRC5,BUB1,CCNB1,CENPE,CENPF,UBE2C	64 (6)
Palbo14 vs Palbo3	TFDP1	 	transcription regulator	 	 	 	1.27E-05	E2F1,MYB,MYBL2,TP73	39 (11)
Doxo14 vs Cycling0	HOXD12	 	transcription regulator	 	 	 	1.29E-05	CCNA2,CCNB1,CDK1	 
Palbo14 vs Cycling0	PRDM2	 	transcription regulator	Activated	3.742	 	1.30E-05	ANLN,ANP32E,ASPM,ATAD5,CIP2A,CKAP2L,FAM111B,HCCS-DT,HMMR,KIF20B,MYBL1,NUF2,SGO2,SMC2	 
Doxo3 vs Cycling0	TFEB	 	transcription regulator	Inhibited	-3.162	bias	1.31E-05	AURKA,BUB1B,CCNB1,CCNB2,HMMR,KIF23,NUF2,PLK4,SMC4,TOP2A	 
Doxo21 vs Doxo3	ZNF281	 	transcription regulator	Inhibited	-2.390	bias	1.35E-05	BLM,FANCA,FANCD2,FANCG,ODC1,XRCC2,XRCC3	 
Palbo14 vs Cycling0	NSD2	-2.037	transcription regulator	 	 	 	1.35E-05	BCL2,CCNE2,CDC25A,E2F2,H2AX,PLK1,TOP2A	234 (17)
Doxo3 vs Cycling0	TP73	0.446	transcription regulator	Activated	2.949	bias	1.36E-05	AURKA,BIRC5,CCNA2,CCNB1,CCNF,CDC20,CDC25C,CKS2,KIF23,TPX2,UBE2C	62 (15)
Palbo28 vs Cycling0	UXT	 	transcription regulator	Activated	2.431	bias	1.44E-05	BRIP1,BUB1,CCNA2,CDC6,GTSE1,TTK	 
Doxo14 vs Cycling0	SND1	 	transcription regulator	 	-1.667	bias	1.44E-05	CDK2,CKS1B,DEPDC1B,DHFR,E2F1,IQGAP3,MMS22L,MNS1,PRR11,SLC8A1,SLCO4A1	 
Palbo28 vs Cycling0	TRRAP	 	transcription regulator	 	 	 	1.48E-05	MAD2L1,MCM3,MCM4,PCNA,RBL1	122 (12)
Palbo14 vs Cycling0	NCOA3	 	transcription regulator	Inhibited	-3.119	bias	1.49E-05	BCL2,CCNA2,CCNB1,CCNE2,CDC25A,CDC6,CDK2,E2F1,MCM7,PCNA	278 (24)
Doxo21 vs Cycling0	MEF2D	 	transcription regulator	Activated	2.828	bias	1.55E-05	CCNE2,CDC6,CDK2,CDT1,MCM3,MCM5,MCM6,PCNA	 
Doxo14 vs Doxo3	CREB1	 	transcription regulator	 	-1.508	bias	1.58E-05	BIRC5,CCNA2,CCNB1,CCNB2,CDCA8,CSRP2,MCM5,MCM6,MYBL2,NEURL1B,PEG10,RAC3,RAD54L,SORCS3,STMN1	 
Doxo3 vs Cycling0	BRCA1	-0.102	transcription regulator	 	1.099	 	1.61E-05	BIRC5,CCNB1,CCNB2,CDC25C,H2AX,NEK2,PLK1	60 (10)
Palbo3 vs Cycling0	TRRAP	 	transcription regulator	 	 	 	1.70E-05	MAD2L1,MCM3,MCM4,PCNA,RBL1	130 (12)
Palbo3 vs Cycling0	UXT	 	transcription regulator	Activated	2.431	bias	1.70E-05	BRIP1,BUB1,CCNA2,CDC6,GTSE1,TTK	 
Doxo21 vs Cycling0	ARID3A	 	transcription regulator	Inhibited	-2.828	bias	1.71E-05	CCNA2,DEK,ECT2,NCAPG2,RAD51AP1,RFC3,TMPO,WDHD1	 
Doxo14 vs Doxo3	RNF112	 	transcription regulator	 	 	 	1.76E-05	CCNB1,CKS1B,FOXM1	78 (3)
Doxo21 vs Doxo3	MXD1	 	transcription regulator	Activated	2.795	bias	1.84E-05	BUB1,CCNA2,CCNB2,CDK1,CENPE,CENPF,ODC1,TOP2A	 
Doxo21 vs Cycling0	ZNF281	 	transcription regulator	Inhibited	-2.390	bias	1.92E-05	BLM,FANCA,FANCD2,FANCG,ODC1,XRCC2,XRCC3	 
Palbo14 vs Cycling0	TRRAP	 	transcription regulator	 	 	 	1.93E-05	MAD2L1,MCM3,MCM4,PCNA,RBL1	128 (11)
Palbo14 vs Cycling0	UXT	 	transcription regulator	Activated	2.431	bias	1.97E-05	BRIP1,BUB1,CCNA2,CDC6,GTSE1,TTK	 
Palbo28 vs Palbo3	RNF112	 	transcription regulator	 	 	 	2.06E-05	CCNB1,CKS1B,FOXM1	67 (3)
Doxo14 vs Doxo3	HSF1	 	transcription regulator	 	-1.720	bias	2.06E-05	BUB1B,CCNA2,CDC6,CENPA,CKS1B,CSRP2,FOXM1,MCM2,MCM6,MCM7	100 (12)
Palbo3 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	2.30E-05	CCNF,CDK1,MCM6,MPP4,POLA1,RAD51,UHRF1	135 (7)
Doxo21 vs Cycling0	NKX2-1	 	transcription regulator	 	 	 	2.31E-05	CHRNA5,CKS1B,EMP2,FOXQ1,HELLS,HMGB2,LEF1,MYB,RAD51,RRM2,SCARA3,WNT7B	 
Doxo21 vs Doxo3	PAX8	 	transcription regulator	Inhibited	-2.431	bias	2.34E-05	BCL2,CCNA2,CDC6,DHFR,E2F1,MCM3	 
Doxo21 vs Cycling0	CREB1	 	transcription regulator	Inhibited	-2.226	bias	2.34E-05	AURKA,BCL2,BIRC5,CCNA2,CCNB1,CCNB2,CDCA8,CSRP2,GPR19,JPT1,KPNA2,MCM5,MCM6,MKI67,MNS1,MYBL2,NEURL1B,NRGN,PCNA,RAC3,RAD54L,SORCS3,STMN1	240 (18)
Doxo14 vs Doxo3	SMARCE1	 	transcription regulator	 	-1.109	bias	2.46E-05	BRCA1,BRCA2,CCNB1,E2F2	 
Palbo3 vs Cycling0	REL	 	transcription regulator	Inhibited	-2.870	bias	2.49E-05	ANLN,BARD1,BCL2,BIRC5,BRCA1,CDC6,DCLRE1B,DDX11,DHFR,EZH2,F3,FOSL1,RBL1,TNFRSF13C,TTK	230 (16)
Doxo3 vs Cycling0	PRDM2	 	transcription regulator	Activated	2.646	 	2.56E-05	ANLN,ANP32E,ASPM,CKAP2L,HMMR,KIF20B,NUF2	 
Doxo21 vs Doxo3	HOXD12	 	transcription regulator	 	 	 	2.58E-05	CCNA2,CCNB1,CDK1	 
Palbo3 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	2.59E-05	ARHGAP11A,CDC6,CELF2,DLGAP5,ETS2,GMNN,HMGN2,IL7R,KIF20B,MYB,NRGN,USP1	 
Palbo28 vs Cycling0	ASCL1	 	transcription regulator	Inhibited	-2.800	bias	2.59E-05	BIRC5,CDCA7,CDK1,CDK2,E2F1,EZH2,FOXM1,NUSAP1,TTK,UBE2C	127 (7)
Doxo14 vs Cycling0	GATA1	 	transcription regulator	 	1.585	bias	2.60E-05	BIRC5,CDK2,CDKN2C,GUCY1B1,MCM3,MCM5,POLA2,RAD54L,RANBP1,RBL1,RFC4,TOP2A,UHRF1	87 (7)
Palbo28 vs Cycling0	ID2	 	transcription regulator	 	1.065	 	2.60E-05	AURKB,BCL2,CCNB1,CCNE2,CDC25B,CDC6,CDK1,CDKN2C,E2F2,ETS2,MCAM,MYB,PLK1,SDC1	226 (13)
Palbo28 vs Cycling0	MAX	 	transcription regulator	 	 	 	2.70E-05	CCNB1,CDC25A,DHFR,E2F1,E2F2,EZH2,ODC1,PTMA,UBE2C	 
Palbo14 vs Cycling0	TEAD2	 	transcription regulator	 	 	 	2.71E-05	CCNF,CDK1,MCM6,MPP4,POLA1,RAD51,UHRF1	137 (7)
