© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Palbo28 vs Palbo3	SNAI1	 	transcription regulator	 	-1.491	 	6.77E-03	CXCL8,LIF,PTX3,SLC28A3,THBD	 
Palbo14 vs Palbo3	NFE2L2	 	transcription regulator	 	-0.125	bias	6.78E-03	BMP2,CD36,CP,CXCL8,IL1A,IL1B,LIF,SERPINB2,SERPIND1,VCAM1	56 (15)
Doxo14 vs Doxo3	VDR	 	transcription regulator	 	0.321	 	6.82E-03	CSF2,CXCL8,IL1A,IL1B,STAT4,THBD	42 (14)
Doxo3 vs Cycling0	NOTCH2	 	transcription regulator	 	 	 	6.92E-03	ADGRD1,C5AR1,IL1B,MYO5C	 
Doxo14 vs Cycling0	IRF4	 	transcription regulator	 	0.651	 	6.95E-03	ADA,CCR7,CD28,CSF2,FLT1,IL1B,TNFRSF8	79 (16)
Doxo21 vs Doxo3	ZNF580	 	transcription regulator	 	 	 	7.00E-03	CXCL8	 
Doxo21 vs Doxo3	EVX2	 	transcription regulator	 	 	 	7.00E-03	CXCL8	 
Doxo14 vs Doxo3	IRF4	 	transcription regulator	 	1.114	 	7.01E-03	ADA,CD28,CSF2,IL1B,TNFRSF8	28 (8)
Doxo14 vs Cycling0	PPARGC1A	 	transcription regulator	 	-1.013	bias	7.04E-03	ACSL5,ACSL6,ANGPTL1,CD36,GLRX,IL1A,IL1B,LIF,PCSK5,SVEP1,UGT1A1,VCAM1	84 (21)
Palbo14 vs Palbo3	TFAP2A	 	transcription regulator	 	 	 	7.08E-03	CSF2,CXCL1,CXCL8,ESR1	45 (12)
Palbo28 vs Palbo3	SALL4	 	transcription regulator	 	1.000	 	7.09E-03	CXCL1,IL1B,LRRC4,MMP1,VAV3	48 (12)
Palbo3 vs Cycling0	NFKB1	 	transcription regulator	 	1.982	bias	7.10E-03	BMP2,CFB,CSF2,CSF3,EHF,IL1B,PI3	54 (10)
Palbo14 vs Palbo3	KCNIP3	 	transcription regulator	 	 	 	7.10E-03	CD28,IL1B,TNFAIP3	 
Palbo14 vs Palbo3	TGFB1I1	 	transcription regulator	 	 	 	7.28E-03	CD36,NOX4	 
Palbo14 vs Cycling0	SRF	 	transcription regulator	 	1.109	bias	7.34E-03	BMP2,CORIN,FLT1,LIF,NEBL,NOX4,PCDH15,SERPIND1,TNNT2	 
Palbo14 vs Cycling0	FOS	 	transcription regulator	 	1.948	bias	7.35E-03	ABCG8,ALDH1A3,CSF3,CXCL8,FZD3,IKZF3,IL1A,IL1B,MMP1,SEMA3E,TREM1,VCAM1	74 (16)
Palbo28 vs Cycling0	IRF3	 	transcription regulator	 	0.631	bias	7.38E-03	CXCL1,CXCL8,IL1A,IL1B,TLR4,TNFAIP3,VCAM1	59 (15)
Palbo14 vs Cycling0	PDX1	 	transcription regulator	 	 	 	7.39E-03	ABCC8,ARRDC4,IL1B,PDZK1IP1,PTGER3,ST18	 
Palbo28 vs Palbo3	FOXA1	 	transcription regulator	 	0.811	bias	7.41E-03	AFP,BMP2,COL9A2,CXCL8,LAMC2,TNFAIP3	34 (6)
Palbo14 vs Cycling0	RUNX3	 	transcription regulator	Inhibited	-2.000	bias	7.44E-03	CCR7,CXCL8,IL1B,PAPPA,SVEP1	64 (11)
Palbo14 vs Cycling0	FOSL1	 	transcription regulator	 	1.039	 	7.44E-03	CSF3,CXCL8,IL1B,MMP1,PLXNB3	64 (16)
Doxo21 vs Doxo3	NKX3-1	 	transcription regulator	 	 	 	7.49E-03	PCAT19,VAV3,VNN1	 
Doxo3 vs Cycling0	MYB	 	transcription regulator	 	-1.387	bias	7.55E-03	ACAP1,CSF2,CSF3,IL1A,LIF,MMP1	46 (14)
Doxo14 vs Cycling0	IRF3	 	transcription regulator	 	0.631	bias	7.67E-03	CXCL1,CXCL8,IL1A,IL1B,TLR4,TNFAIP3,VCAM1	58 (15)
Palbo3 vs Cycling0	HMGB1	 	transcription regulator	 	 	 	7.67E-03	AFP,FLT1,IL1B,MMP1	44 (16)
Doxo14 vs Doxo3	KLF11	 	transcription regulator	 	1.000	 	7.78E-03	ACSL5,IL13RA2,IL1B,MMP1	 
Palbo14 vs Palbo3	MED1	 	transcription regulator	 	 	 	7.84E-03	IL1B,LIF,MMP1,PRR5L,SERPINB2	50 (12)
Palbo28 vs Cycling0	KCNIP3	 	transcription regulator	 	0.895	 	7.85E-03	CCR7,CD28,IL1B,TNFAIP3	40 (7)
Palbo14 vs Palbo3	ZNF710	 	transcription regulator	 	 	 	7.86E-03	CXCL8,IL1B	 
Palbo14 vs Palbo3	DEK	 	transcription regulator	 	 	 	7.86E-03	CXCL8,IL1B	50 (13)
Doxo3 vs Cycling0	IRF4	 	transcription regulator	 	0.293	 	7.89E-03	CCR7,CD28,CSF2,FLT1,IL1B,TNFRSF8	69 (19)
Doxo21 vs Cycling0	MYB	 	transcription regulator	 	-1.387	bias	7.96E-03	ACAP1,ADA,CSF2,CSF3,IL1A,LIF,MMP1	65 (14)
Palbo28 vs Cycling0	TRIM28	 	transcription regulator	 	-0.864	bias	7.99E-03	CXCL1,CXCL8,IL13RA2,IL1B,LIF,SULF1	77 (22)
Doxo3 vs Cycling0	SMAD3	 	transcription regulator	 	-0.726	bias	8.00E-03	BMP2,CSF2,ESR1,IL1B,MMP1,NOX4,PCSK5,PTX3	56 (19)
Doxo14 vs Cycling0	KCNIP3	 	transcription regulator	 	0.895	 	8.05E-03	CCR7,CD28,IL1B,TNFAIP3	39 (7)
Doxo3 vs Cycling0	DEPDC1	 	transcription regulator	 	 	 	8.08E-03	TNFAIP3	 
Doxo3 vs Cycling0	MED7	 	transcription regulator	 	 	 	8.08E-03	TNFAIP3	 
Doxo3 vs Cycling0	MED21	 	transcription regulator	 	 	 	8.08E-03	TNFAIP3	 
Palbo14 vs Cycling0	HNF4G	 	transcription regulator	 	 	 	8.08E-03	AKR1C4,LAMC2,SHBG	 
Palbo28 vs Cycling0	TBX3	 	transcription regulator	 	1.890	bias	8.12E-03	ABCC8,ADAMTS14,CD36,DAAM2,HCN4,IL4I1,PTGER3	 
Doxo3 vs Cycling0	BCL10	 	transcription regulator	 	 	 	8.16E-03	CSF2,TNFAIP3	40 (14)
Doxo3 vs Cycling0	YBX1	 	transcription regulator	 	 	 	8.20E-03	CSF2,IL1A,IL1B,MMP1,PAPPA	67 (18)
Palbo28 vs Palbo3	STAT5A	 	transcription regulator	 	 	 	8.22E-03	ALDH1A1,CD36,CEACAM1,CSF3,GCNT3,SERPINA3,SLCO2B1	49 (7)
Palbo3 vs Cycling0	FOSL2	 	transcription regulator	 	 	 	8.24E-03	CSF2,MMP1,SERPINB2	34 (8)
Doxo14 vs Cycling0	TRIM28	 	transcription regulator	 	-0.864	bias	8.26E-03	CXCL1,CXCL8,IL13RA2,IL1B,LIF,SULF1	80 (22)
Doxo21 vs Cycling0	IRF4	 	transcription regulator	 	0.651	 	8.36E-03	ADA,CCR7,CD28,CSF2,FLT1,IL1B,TNFRSF8	84 (16)
Doxo14 vs Doxo3	RELB	 	transcription regulator	 	0.000	bias	8.38E-03	CSF2,CXCL8,IL1B,STAT4	38 (9)
Palbo14 vs Palbo3	BHLHE40	 	transcription regulator	Activated	2.377	bias	8.40E-03	CFB,CP,CSF2,CSF3,LIF,SLAMF7	52 (13)
Doxo14 vs Cycling0	NKX2-3	 	transcription regulator	 	1.906	 	8.43E-03	BMP2,CD36,CXCL8,FLRT2,HSD17B2,TMEM100,VCAM1	 
Palbo14 vs Palbo3	ERF	 	transcription regulator	 	 	 	8.46E-03	CSF2,CXCL8	 
Palbo14 vs Palbo3	RBM39	 	transcription regulator	 	 	 	8.46E-03	ALDH1A1,ALDH1A3	 
Palbo28 vs Cycling0	ZBTB16	 	transcription regulator	 	-1.912	 	8.51E-03	BMP2,CSF2,DHRS3,FLT1,HOXC8,HSD17B2,IL1A	 
Palbo28 vs Cycling0	C1QBP	 	transcription regulator	 	 	 	8.58E-03	CXCL8,IL1B,NMNAT3	76 (14)
Doxo3 vs Cycling0	HOXA13	 	transcription regulator	 	 	 	8.60E-03	ALDH1A1,BMP2,KRT34	 
Doxo14 vs Doxo3	FLI1	 	transcription regulator	 	 	 	8.60E-03	CSF2,CSF3,MMP1	 
Palbo28 vs Cycling0	STAT5A	 	transcription regulator	 	 	 	8.62E-03	ALDH1A1,CD36,CEACAM1,CPA4,CSF3,ESR1,GCNT3,SERPINA3,SLCO2B1	 
Doxo21 vs Cycling0	YAP1	 	transcription regulator	 	1.570	bias	8.63E-03	ALDH1A2,BMP2,CCR7,CD36,COL9A2,CORIN,CSF2,CSF3,CXCL8,ESR1,IL1A,IL1B,TNFAIP3,VCAM1	82 (20)
Doxo3 vs Cycling0	PPARGC1A	 	transcription regulator	 	-0.978	bias	8.65E-03	ACSL6,ANGPTL1,CD36,GLRX,IL1A,IL1B,LIF,PCSK5,SVEP1,VCAM1	65 (19)
Palbo28 vs Cycling0	AIRE	 	transcription regulator	 	 	 	8.65E-03	BMP2,SAG,TG,TNFAIP3,VCAM1	 
Palbo28 vs Cycling0	SOX11	 	transcription regulator	Activated	2.425	bias	8.67E-03	ADAM21,ADAMTS4,BMP2,CDH26,CP,IKZF3	 
Palbo28 vs Cycling0	TWIST1	 	transcription regulator	 	0.963	bias	8.71E-03	ALDH1A1,CXCL8,ESR1,IL1B,MMP1,OAS2,SLC28A3	 
Palbo28 vs Palbo3	DLX3	 	transcription regulator	 	 	 	8.72E-03	IL1A,IL36B	 
Palbo14 vs Cycling0	ZNF580	 	transcription regulator	 	 	 	8.75E-03	CXCL8	 
Palbo14 vs Cycling0	DEPDC1	 	transcription regulator	 	 	 	8.75E-03	TNFAIP3	 
Palbo14 vs Cycling0	EVX2	 	transcription regulator	 	 	 	8.75E-03	CXCL8	 
Palbo14 vs Cycling0	MED7	 	transcription regulator	 	 	 	8.75E-03	TNFAIP3	 
Palbo14 vs Cycling0	MED21	 	transcription regulator	 	 	 	8.75E-03	TNFAIP3	 
Doxo14 vs Cycling0	C1QBP	 	transcription regulator	 	 	 	8.75E-03	CXCL8,IL1B,NMNAT3	55 (11)
Palbo28 vs Cycling0	TFAP2E	 	transcription regulator	 	 	 	8.83E-03	CSF2,CXCL8	 
Doxo14 vs Cycling0	ZBTB16	 	transcription regulator	 	-1.912	 	8.83E-03	BMP2,CSF2,DHRS3,FLT1,HOXC8,HSD17B2,IL1A	 
Doxo14 vs Cycling0	AIRE	 	transcription regulator	 	 	 	8.91E-03	BMP2,SAG,TG,TNFAIP3,VCAM1	 
Doxo14 vs Doxo3	IFI16	 	transcription regulator	 	 	 	8.92E-03	CD28,CXCL8,IL1B	 
Doxo14 vs Cycling0	TFAP2E	 	transcription regulator	 	 	 	8.95E-03	CSF2,CXCL8	 
Doxo14 vs Cycling0	SOX11	 	transcription regulator	Activated	2.425	bias	8.97E-03	ADAM21,ADAMTS4,BMP2,CDH26,CP,IKZF3	 
Doxo21 vs Doxo3	IRF6	 	transcription regulator	 	 	 	9.03E-03	CXCL8,IL1B,TLR4	47 (16)
Doxo14 vs Cycling0	TWIST1	 	transcription regulator	 	0.963	bias	9.04E-03	ALDH1A1,CXCL8,ESR1,IL1B,MMP1,OAS2,SLC28A3	 
Palbo28 vs Cycling0	ONECUT1	 	transcription regulator	 	 	 	9.07E-03	AKR1C4,CACNA1D,CD36,CXCL1,EHF,LAMC2,PTPRR,UGT1A1	 
Palbo14 vs Palbo3	NFIX	 	transcription regulator	 	 	 	9.08E-03	CXCL8,SERPINA3	 
Doxo21 vs Cycling0	KCNIP3	 	transcription regulator	 	0.895	 	9.09E-03	CCR7,CD28,IL1B,TNFAIP3	41 (7)
Palbo14 vs Palbo3	TCF7L2	 	transcription regulator	 	1.942	bias	9.10E-03	ADAMTS4,CSF3,IGFBP2,LAMC2,MMP1,RAB33A,ST18	37 (7)
Doxo3 vs Cycling0	KLF7	 	transcription regulator	 	 	 	9.13E-03	TG,TLR4	 
Doxo3 vs Cycling0	MAML1	 	transcription regulator	 	 	 	9.13E-03	IL1A,IL1B	43 (7)
Palbo28 vs Cycling0	ARRB1	 	transcription regulator	 	 	 	9.17E-03	CXCL8,IL1B,VCAM1	79 (19)
Doxo21 vs Cycling0	PPARGC1A	 	transcription regulator	 	-1.013	bias	9.19E-03	ACSL5,ACSL6,ANGPTL1,CD36,GLRX,IL1A,IL1B,LIF,PCSK5,SVEP1,UGT1A1,VCAM1	88 (21)
Palbo3 vs Cycling0	PDX1	 	transcription regulator	 	 	 	9.20E-03	ABCC8,GALNT18,IL1B,PDZK1IP1,ST18	 
Doxo21 vs Cycling0	IRF3	 	transcription regulator	 	0.631	bias	9.21E-03	CXCL1,CXCL8,IL1A,IL1B,TLR4,TNFAIP3,VCAM1	62 (14)
Doxo14 vs Doxo3	ZNF710	 	transcription regulator	 	 	 	9.23E-03	CXCL8,IL1B	 
Doxo14 vs Doxo3	DEK	 	transcription regulator	 	 	 	9.23E-03	CXCL8,IL1B	39 (12)
Palbo28 vs Cycling0	TEAD4	 	transcription regulator	 	 	 	9.24E-03	FLT1,IL13RA2,SLFN5,SULF1,TNNT2	 
Doxo14 vs Cycling0	STAT6	 	transcription regulator	 	1.178	bias	9.27E-03	CCR7,DUOX2,FLRT2,IL13RA2,IL1A,IL1B,KMO,LIF,PARM1,STAT4,TNFRSF8,VCAM1	79 (15)
Palbo28 vs Palbo3	RFX1	 	transcription regulator	 	 	 	9.29E-03	CXCL8,IL1A,IL1B	38 (9)
Palbo14 vs Palbo3	JUND	 	transcription regulator	 	 	 	9.34E-03	MMP1,NOX4,SERPINB2	22 (5)
Doxo14 vs Cycling0	ARRB1	 	transcription regulator	 	 	 	9.36E-03	CXCL8,IL1B,VCAM1	79 (20)
Doxo21 vs Doxo3	DLX3	 	transcription regulator	 	 	 	9.38E-03	IL1A,IL36B	 
Palbo14 vs Palbo3	REL	 	transcription regulator	 	1.970	bias	9.42E-03	CSF2,CXCL8,ESR1,IL1B,TNFAIP3	53 (20)
Doxo14 vs Doxo3	TFAP2A	 	transcription regulator	 	 	 	9.43E-03	CSF2,CXCL1,CXCL8,PSAP	34 (7)
Doxo14 vs Cycling0	ONECUT1	 	transcription regulator	 	 	 	9.45E-03	AKR1C4,CACNA1D,CD36,CXCL1,EHF,LAMC2,PTPRR,UGT1A1	 
Doxo14 vs Cycling0	TEAD4	 	transcription regulator	 	 	 	9.52E-03	FLT1,IL13RA2,SLFN5,SULF1,TNNT2	 
Doxo21 vs Cycling0	TFAP2E	 	transcription regulator	 	 	 	9.58E-03	CSF2,CXCL8	 
Doxo3 vs Cycling0	ZBTB10	 	transcription regulator	 	0.130	bias	9.59E-03	CCR7,ESR1,FLT1,IL1B,TNFRSF8	 
Palbo14 vs Cycling0	TFAP2A	 	transcription regulator	 	 	 	9.63E-03	CSF2,CXCL1,CXCL8,ESR1,PSAP	42 (7)
Doxo21 vs Cycling0	C1QBP	 	transcription regulator	 	 	 	9.63E-03	CXCL8,IL1B,NMNAT3	56 (11)
Palbo28 vs Palbo3	NEUROG1	 	transcription regulator	 	 	 	9.69E-03	CXCL1,PAPPA,SULF1	 
Palbo14 vs Palbo3	BARX2	 	transcription regulator	 	 	 	9.72E-03	ESR1,MMP1	 
Doxo21 vs Cycling0	TRIM28	 	transcription regulator	 	-0.864	bias	9.73E-03	CXCL1,CXCL8,IL13RA2,IL1B,LIF,SULF1	89 (21)
Doxo14 vs Doxo3	STAT6	 	transcription regulator	 	0.818	 	9.73E-03	FLRT2,IL13RA2,IL1A,IL1B,LIF,PARM1,STAT4,TNFRSF8	43 (14)
Palbo28 vs Palbo3	POU2F1	 	transcription regulator	 	 	 	9.74E-03	CXCL8,SAA1,TNFAIP3,VCAM1	 
Palbo28 vs Palbo3	NFATC1	 	transcription regulator	 	 	 	9.74E-03	CSF2,IL1B,NOX4,VCAM1	67 (19)
Palbo28 vs Cycling0	ESRRA	 	transcription regulator	 	1.342	bias	9.86E-03	ABCC9,ACSL5,CCR7,CD36,CSF3,IKZF3,IL1A,TNNT2,VAV3,ZPBP2	 
Palbo3 vs Cycling0	ACTN4	 	transcription regulator	 	 	 	9.87E-03	IL1B,MMP1	 
Doxo14 vs Doxo3	ERF	 	transcription regulator	 	 	 	9.93E-03	CSF2,CXCL8	 
Doxo3 vs Cycling0	EZH2	 	transcription regulator	 	1.929	 	9.95E-03	BMP2,C4BPB,CSF2,CSF3,CTNNA2,FLT1,NOX4,SAA1,SAA2,SERPINA1	58 (13)
Doxo3 vs Cycling0	TWIST1	 	transcription regulator	 	0.651	bias	9.96E-03	ALDH1A1,ESR1,IL1B,MMP1,OAS2,SLC28A3	 
Doxo21 vs Doxo3	STAT5A	 	transcription regulator	 	 	 	1.00E-02	ALDH1A1,CEACAM1,CPA4,CSF3,GCNT3,SERPINA3,SLCO2B1	 
Palbo3 vs Cycling0	KLF6	 	transcription regulator	 	1.747	bias	1.01E-02	BMP2,CFB,IL1B,IRAK2,PSG3,SERPINB2	 
Doxo14 vs Doxo3	ATF3	 	transcription regulator	 	0.000	 	1.01E-02	ADA,CXCL1,IL1B,MMP1	 
Doxo21 vs Cycling0	TBX3	 	transcription regulator	 	1.890	bias	1.01E-02	ABCC8,ADAMTS14,CD36,DAAM2,HCN4,IL4I1,PTGER3	 
Palbo14 vs Cycling0	HOXA5	 	transcription regulator	 	 	 	1.01E-02	CXCL8,LIF,PTX3	 
Palbo3 vs Cycling0	NCOA2	 	transcription regulator	 	1.387	bias	1.02E-02	BMP2,CCR7,IL1B,PCSK5,SLC3A1	 
Palbo14 vs Palbo3	ZSCAN1	 	transcription regulator	 	 	 	1.03E-02	ADAMTS4	 
Palbo14 vs Palbo3	LBH	 	transcription regulator	 	 	 	1.03E-02	IL1B	 
Palbo14 vs Palbo3	MLXIP	 	transcription regulator	 	 	 	1.03E-02	ARRDC4	 
Palbo14 vs Palbo3	ZNF224	 	transcription regulator	 	 	 	1.03E-02	TNFAIP3	 
Palbo14 vs Palbo3	TRIM16	 	transcription regulator	 	 	 	1.03E-02	IL1B	 
Palbo14 vs Palbo3	NKX2-8	 	transcription regulator	 	 	 	1.03E-02	AFP	 
Doxo21 vs Cycling0	AIRE	 	transcription regulator	 	 	 	1.03E-02	BMP2,SAG,TG,TNFAIP3,VCAM1	 
Palbo28 vs Cycling0	ZNF580	 	transcription regulator	 	 	 	1.03E-02	CXCL8	 
Palbo28 vs Cycling0	DEPDC1	 	transcription regulator	 	 	 	1.03E-02	TNFAIP3	 
Palbo28 vs Cycling0	EVX2	 	transcription regulator	 	 	 	1.03E-02	CXCL8	 
Palbo28 vs Cycling0	MED7	 	transcription regulator	 	 	 	1.03E-02	TNFAIP3	 
Palbo28 vs Cycling0	MED21	 	transcription regulator	 	 	 	1.03E-02	TNFAIP3	 
Palbo14 vs Palbo3	FEV	 	transcription regulator	 	 	 	1.03E-02	NMNAT2,SEMA3E,VCAM1	 
Palbo28 vs Palbo3	HDAC3	 	transcription regulator	 	 	 	1.03E-02	BMP2,CD36,CXCL8,IL1B	 
Palbo3 vs Cycling0	STAT1	 	transcription regulator	Activated	2.186	bias	1.03E-02	CCR7,CFB,CSF2,IL1B,LRRTM2,OAS2,SAA2,SERPINA3	 
Doxo21 vs Cycling0	ARRB1	 	transcription regulator	 	 	 	1.03E-02	CXCL8,IL1B,VCAM1	 
Doxo14 vs Doxo3	SP1	 	transcription regulator	 	 	 	1.03E-02	ABCC8,ADA,CD28,CXCL8,IL1A,IL1B,KCNQ3,MMP1,THBD	 
Doxo14 vs Cycling0	ZNF580	 	transcription regulator	 	 	 	1.04E-02	CXCL8	 
Doxo14 vs Cycling0	DEPDC1	 	transcription regulator	 	 	 	1.04E-02	TNFAIP3	 
Doxo14 vs Cycling0	EVX2	 	transcription regulator	 	 	 	1.04E-02	CXCL8	 
Doxo14 vs Cycling0	MED7	 	transcription regulator	 	 	 	1.04E-02	TNFAIP3	 
Doxo14 vs Cycling0	MED21	 	transcription regulator	 	 	 	1.04E-02	TNFAIP3	 
Palbo14 vs Palbo3	PHB2	 	transcription regulator	 	 	 	1.04E-02	BMP2,IL1B	 
Palbo14 vs Palbo3	ZIC1	 	transcription regulator	 	 	 	1.04E-02	CSF2,IL36B	 
Palbo14 vs Palbo3	KLF9	 	transcription regulator	 	 	 	1.04E-02	BMP2,ESR1	 
Doxo14 vs Cycling0	SALL4	 	transcription regulator	 	0.447	 	1.05E-02	CXCL1,FLT1,IL1B,LRRC4,MMP1,PLA2G4C	 
Palbo28 vs Palbo3	HSF1	 	transcription regulator	 	 	 	1.05E-02	ABI3BP,CD36,CSF3,IL1B,LIF,VCAM1	 
Doxo21 vs Cycling0	SOX11	 	transcription regulator	Activated	2.425	bias	1.06E-02	ADAM21,ADAMTS4,BMP2,CDH26,CP,IKZF3	 
Doxo21 vs Cycling0	ZBTB16	 	transcription regulator	 	-1.912	 	1.06E-02	BMP2,CSF2,DHRS3,FLT1,HOXC8,HSD17B2,IL1A	 
Doxo14 vs Doxo3	ECSIT	 	transcription regulator	 	 	 	1.07E-02	CXCL8,IL1B	 
Palbo14 vs Cycling0	HOXA13	 	transcription regulator	 	 	 	1.07E-02	ALDH1A1,BMP2,CXCL8	 
Doxo21 vs Cycling0	ZNF580	 	transcription regulator	 	 	 	1.07E-02	CXCL8	 
Doxo21 vs Cycling0	DEPDC1	 	transcription regulator	 	 	 	1.07E-02	TNFAIP3	 
Doxo21 vs Cycling0	EVX2	 	transcription regulator	 	 	 	1.07E-02	CXCL8	 
Doxo21 vs Cycling0	MED7	 	transcription regulator	 	 	 	1.07E-02	TNFAIP3	 
Doxo21 vs Cycling0	MED21	 	transcription regulator	 	 	 	1.07E-02	TNFAIP3	 
Doxo21 vs Doxo3	NEUROG1	 	transcription regulator	 	 	 	1.07E-02	CXCL1,PAPPA,SULF1	 
Palbo14 vs Palbo3	MEN1	 	transcription regulator	 	-1.000	bias	1.07E-02	HOXC8,IGFBP2,IL1B,VCAM1	 
Palbo14 vs Palbo3	NOTCH3	 	transcription regulator	 	-0.152	 	1.07E-02	CD36,PTX3,SULF1,TNNT2	 
Palbo28 vs Palbo3	YAP1	 	transcription regulator	 	1.441	bias	1.08E-02	BMP2,CD36,COL9A2,CSF2,CSF3,CXCL8,IL1A,IL1B,TNFAIP3,VCAM1	 
Doxo21 vs Doxo3	IRF7	 	transcription regulator	Activated	2.236	bias	1.08E-02	IL1A,IL1B,IL4I1,OAS2,TLR4	 
Doxo21 vs Cycling0	TWIST1	 	transcription regulator	 	0.963	bias	1.08E-02	ALDH1A1,CXCL8,ESR1,IL1B,MMP1,OAS2,SLC28A3	 
Palbo14 vs Cycling0	MYB	 	transcription regulator	 	-1.387	bias	1.09E-02	ACAP1,CSF2,CSF3,IL1A,LIF,MMP1	 
Doxo21 vs Cycling0	TEAD4	 	transcription regulator	 	 	 	1.10E-02	FLT1,IL13RA2,SLFN5,SULF1,TNNT2	 
Doxo21 vs Doxo3	POU2F1	 	transcription regulator	 	 	 	1.11E-02	CXCL8,SAA1,TLR4,VCAM1	 
Palbo28 vs Cycling0	JUND	 	transcription regulator	 	 	 	1.11E-02	C5AR1,MMP1,NOX4,SERPINB2	 
Doxo3 vs Cycling0	HOXA9	 	transcription regulator	 	 	 	1.11E-02	ALDH1A1,CALCRL,CD36,GLRX,TCN1	 
Doxo21 vs Doxo3	RBPJ	 	transcription regulator	 	-1.000	 	1.11E-02	CSF2,CSF3,IL1A,IL1B,IL36B,LIF	 
Doxo14 vs Doxo3	LBH	 	transcription regulator	 	 	 	1.11E-02	IL1B	 
Doxo14 vs Doxo3	TRIM16	 	transcription regulator	 	 	 	1.11E-02	IL1B	 
Doxo14 vs Doxo3	GPBP1	 	transcription regulator	 	 	 	1.11E-02	ADA	 
Doxo21 vs Cycling0	STAT5A	 	transcription regulator	 	 	 	1.12E-02	ALDH1A1,CD36,CEACAM1,CPA4,CSF3,ESR1,GCNT3,SERPINA3,SLCO2B1	 
Doxo14 vs Cycling0	JUND	 	transcription regulator	 	 	 	1.14E-02	C5AR1,MMP1,NOX4,SERPINB2	 
Palbo14 vs Cycling0	IRF4	 	transcription regulator	 	0.293	 	1.14E-02	CCR7,CD28,CSF2,FLT1,IL1B,TNFRSF8	 
Palbo28 vs Palbo3	NRIP1	 	transcription regulator	 	 	 	1.14E-02	CD36,IL1B,PTX3	 
Doxo3 vs Cycling0	MEN1	 	transcription regulator	 	-1.334	bias	1.14E-02	GABRB3,HOXC8,IGFBP2,IL1B,VCAM1	 
Palbo14 vs Palbo3	PML	 	transcription regulator	 	0.581	 	1.14E-02	CXCL1,IL1A,IL1B,TNFAIP3	 
Palbo28 vs Palbo3	SMARCA5	 	transcription regulator	 	-1.000	bias	1.14E-02	ATP8B4,H4C9,IKZF3,KBTBD11	 
Palbo14 vs Palbo3	CEBPA	 	transcription regulator	 	0.896	bias	1.15E-02	CSF3,CXCL8,PTX3,SBSN,SEMA3E,SERPINB2,THBD	 
Doxo21 vs Cycling0	ONECUT1	 	transcription regulator	 	 	 	1.15E-02	AKR1C4,CACNA1D,CD36,CXCL1,EHF,LAMC2,PTPRR,UGT1A1	 
Palbo28 vs Cycling0	BCL3	 	transcription regulator	 	 	 	1.15E-02	CXCL8,IL1A,IL1B,TNFAIP3	 
Doxo21 vs Cycling0	ATF4	 	transcription regulator	Activated	2.377	bias	1.16E-02	ABCG8,CXCL1,CXCL8,IGFBP2,NOX4,PTX3,TNIP1	 
Palbo3 vs Cycling0	SIX5	 	transcription regulator	 	 	 	1.16E-02	COL9A2,SLC6A13	 
Doxo14 vs Doxo3	JUND	 	transcription regulator	 	 	 	1.17E-02	C5AR1,MMP1,SERPINB2	 
Doxo14 vs Cycling0	BCL3	 	transcription regulator	 	 	 	1.18E-02	CXCL8,IL1A,IL1B,TNFAIP3	 
Palbo14 vs Palbo3	SOX11	 	transcription regulator	 	1.980	bias	1.19E-02	ADAM21,ADAMTS4,BMP2,CP	 
Palbo14 vs Palbo3	ATF6	 	transcription regulator	 	 	 	1.20E-02	CXCL1,CXCL8,MMP1	 
Doxo14 vs Doxo3	BCL3	 	transcription regulator	 	 	 	1.21E-02	CXCL8,IL1A,IL1B	 
Palbo14 vs Palbo3	EBF1	 	transcription regulator	 	 	 	1.21E-02	CD28,CSF2,ESR1,IL36B	 
Doxo3 vs Cycling0	NEUROD1	 	transcription regulator	 	 	 	1.21E-02	ABCC8,SAG,ST18	 
Doxo14 vs Doxo3	ZIC1	 	transcription regulator	 	 	 	1.22E-02	CSF2,IL36B	 
Palbo28 vs Palbo3	TGFB1I1	 	transcription regulator	 	 	 	1.22E-02	CD36,NOX4	 
Doxo3 vs Cycling0	DLX3	 	transcription regulator	 	 	 	1.23E-02	IL1A,IL36B	 
Palbo14 vs Cycling0	ID3	 	transcription regulator	 	1.980	 	1.24E-02	CCR7,CXCL1,CXCL8,IKZF3,STAT4,VCAM1	 
Palbo14 vs Cycling0	IRF3	 	transcription regulator	 	0.332	bias	1.24E-02	CXCL1,CXCL8,IL1A,IL1B,TNFAIP3,VCAM1	 
Palbo14 vs Cycling0	ONECUT1	 	transcription regulator	 	 	 	1.24E-02	AKR1C4,CACNA1D,CD36,CXCL1,EHF,LAMC2,UGT1A1	 
Palbo3 vs Cycling0	ID1	 	transcription regulator	Activated	2.000	 	1.24E-02	ALDH1A1,CEACAM1,STRA6,TG	 
Palbo14 vs Palbo3	GRHL2	 	transcription regulator	 	 	 	1.25E-02	BMP2,MMP1	 
Palbo14 vs Palbo3	PLAGL1	 	transcription regulator	 	 	 	1.25E-02	CSF2,TNNT2	 
