© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo21 vs Cycling0	FOXA2	 	transcription regulator	 	0.753	bias	5.43E-03	ADCY5,APOBR,CDKN1A,COL17A1,CYP3A4,DCX,ERBB4,INHBA,MTTP,NR1I2,SPINK1	 
Palbo28 vs Cycling0	NFIC	 	transcription regulator	 	0.447	 	5.44E-03	CDKN1A,CEL,CYP11A1,PLAC8,SPINK1	 
Palbo28 vs Palbo3	SPIB	 	transcription regulator	 	1.964	 	5.51E-03	ARMC3,BTK,COL17A1,GNA15	 
Palbo14 vs Palbo3	EPAS1	 	transcription regulator	 	0.975	 	5.53E-03	ADIPOQ,AREG,CDKN1A,GALR2,ITGAM,PGF,ZNF423	 
Doxo14 vs Doxo3	EHF	 	transcription regulator	 	 	 	5.54E-03	CDH3,FOLH1,JAG1	 
Doxo14 vs Cycling0	RNF2	 	transcription regulator	 	 	 	5.55E-03	CDKN1A,EOMES,GDF15,TMEFF2	 
Doxo3 vs Cycling0	KLF6	 	transcription regulator	Activated	2.017	bias	5.56E-03	ATF3,CDKN1A,CYBB,GCH1,IFI30,PMAIP1,PRDM1,TNFRSF1B,UPP1	35 (4)
Palbo28 vs Cycling0	JUN	 	transcription regulator	 	-0.167	 	5.59E-03	ATF3,CCN3,CDKN1A,CSTA,CYP11A1,ITGAM,PADI3,PMAIP1,RASGRF1,SH2D5,SPHK1	69 (8)
Palbo14 vs Cycling0	FOXG1	 	transcription regulator	 	 	 	5.60E-03	CDKN1A,GCK	 
Doxo3 vs Cycling0	HIC1	 	transcription regulator	 	-1.000	 	5.67E-03	ADORA2B,CCN3,CDKN1A,INHBA	 
Palbo14 vs Cycling0	MYOCD	 	transcription regulator	 	-0.469	 	5.69E-03	CACNA1C,CDKN1A,KCNJ3,TTN	 
Doxo14 vs Cycling0	CREBZF	 	transcription regulator	 	 	 	5.71E-03	CYP11A1,DDIT3,PPARGC1A	44 (6)
Palbo28 vs Cycling0	FOXD3	 	transcription regulator	 	 	 	5.75E-03	CDKN1A,RND3	 
Doxo3 vs Cycling0	TRIM29	 	transcription regulator	 	 	 	5.76E-03	CDKN1A,PMAIP1	 
Doxo3 vs Cycling0	EBF4	 	transcription regulator	 	 	 	5.76E-03	CDKN1A,EOMES	 
Doxo14 vs Cycling0	IRF8	 	transcription regulator	 	0.508	bias	5.85E-03	ATF3,CDKN1A,CYBB,GABRG3,GNA15,PMAIP1,PRDM1	116 (15)
Doxo21 vs Cycling0	CCNT1	 	transcription regulator	 	 	 	5.91E-03	DDIT3,PPARGC1A	57 (5)
Doxo21 vs Cycling0	TERF2	 	transcription regulator	 	 	 	5.91E-03	CDKN1A,GDF15	 
Doxo14 vs Cycling0	MYF6	 	transcription regulator	 	 	 	5.99E-03	BRINP3,CDKN1A,ERFE,INHBA,OSTN	 
Doxo14 vs Doxo3	NEUROG3	 	transcription regulator	 	 	 	6.00E-03	GCK,GRPR,PPY	3 (2)
Palbo28 vs Palbo3	EPAS1	 	transcription regulator	 	0.975	 	6.02E-03	ADIPOQ,AREG,CDKN1A,CYBB,GALR2,PGF,ZNF423	 
Palbo14 vs Palbo3	LEF1	 	transcription regulator	 	1.134	 	6.03E-03	ADIPOQ,CDKN1A,DNASE1L3,GNAO1,KCNJ3,ST14,TEX15	 
Doxo21 vs Cycling0	FOXF1	 	transcription regulator	 	 	 	6.08E-03	CACNA1C,CDKN1A,HGF	 
Doxo14 vs Doxo3	SOX4	 	transcription regulator	 	 	 	6.17E-03	CCN3,EOMES,IFI30,LY6D	 
Doxo14 vs Doxo3	ZBED6	 	transcription regulator	 	 	 	6.19E-03	GCK,UPP1	 
Palbo28 vs Cycling0	IRF8	 	transcription regulator	 	0.647	 	6.24E-03	ATF3,CDKN1A,CYBB,GABRG3,ITGAM,PMAIP1	47 (5)
Palbo3 vs Cycling0	SOX11	 	transcription regulator	 	-0.447	 	6.30E-03	BMPR1B,DRAXIN,ERBB4,FCMR,FOLH1	 
Palbo14 vs Palbo3	NEUROG3	 	transcription regulator	 	 	 	6.40E-03	CDKN1A,CPB1,GCK,GRPR	12 (4)
Doxo14 vs Cycling0	NCOR2	 	transcription regulator	 	-1.131	bias	6.47E-03	ADIPOQ,CDKN1A,CYP3A4,PPARGC1A,SLC5A1	17 (4)
Doxo3 vs Cycling0	RELB	 	transcription regulator	 	0.963	bias	6.62E-03	APOBEC3H,CDKN1A,FYB1,PPL,PRDM1,TTN	 
Doxo3 vs Cycling0	GATA2	 	transcription regulator	 	-0.426	bias	6.63E-03	CCN3,CDKN1A,CEL,COL17A1,CYBB,CYP11A1,EDNRA,INKA2,LY6D,MDK,MYO18B,PLB1	 
Doxo3 vs Cycling0	SMAD4	 	transcription regulator	Activated	2.095	 	6.63E-03	BTLA,CDH3,CDKN1A,COL7A1,HGF,IL22RA1,INHBA,INPP5D,ITGA9,JAG1,S1PR4,VIP	117 (15)
Doxo14 vs Cycling0	POU4F1	 	transcription regulator	 	0.205	 	6.72E-03	CDKN1A,CHRNA3,DRGX,PMAIP1,VSTM2A	 
Palbo28 vs Palbo3	NEUROG3	 	transcription regulator	 	 	 	6.76E-03	CDKN1A,GRPR,INSM2,MDK	 
Palbo3 vs Cycling0	WTIP	 	transcription regulator	 	 	 	6.78E-03	AREG	 
Palbo14 vs Palbo3	PURA	 	transcription regulator	 	 	 	6.79E-03	CDKN1A,ITGAM	 
Palbo28 vs Palbo3	TRIM28	 	transcription regulator	 	-0.447	 	6.84E-03	AREG,CYP11A1,ERBB4,GDF15,KITLG	14 (3)
Doxo21 vs Doxo3	Rhox5	 	transcription regulator	 	 	 	6.91E-03	PPARGC1A,PTPRU	 
Palbo14 vs Palbo3	WTIP	 	transcription regulator	 	 	 	6.93E-03	AREG	 
Palbo14 vs Palbo3	ZBTB7C	 	transcription regulator	 	 	 	6.93E-03	CDKN1A	 
Palbo14 vs Palbo3	ZBTB8A	 	transcription regulator	 	 	 	6.93E-03	CDKN1A	 
Palbo14 vs Palbo3	ZBTB5	 	transcription regulator	 	 	 	6.93E-03	CDKN1A	 
Palbo14 vs Palbo3	ING3	 	transcription regulator	 	 	 	6.93E-03	CDKN1A	 
Palbo14 vs Palbo3	JADE1	 	transcription regulator	 	 	 	6.93E-03	CDKN1A	 
Palbo28 vs Palbo3	MED1	 	transcription regulator	 	0.849	 	6.94E-03	ADCY5,ADIPOQ,CDKN1A,CYP11A1,NR1I3,PRLR	40 (4)
Doxo21 vs Cycling0	CERS2	 	transcription regulator	 	 	 	6.94E-03	CDKN1A,DDIT3	 
Doxo21 vs Cycling0	TCF21	 	transcription regulator	 	 	 	6.94E-03	CDKN1A,CYP11A1	 
Palbo28 vs Palbo3	BMI1	 	transcription regulator	 	 	 	6.99E-03	BTG2,CADM1,CDKN1A,SFN	 
Palbo28 vs Palbo3	WTIP	 	transcription regulator	 	 	 	7.04E-03	AREG	 
Palbo28 vs Palbo3	ZBTB7C	 	transcription regulator	 	 	 	7.04E-03	CDKN1A	 
Palbo28 vs Palbo3	ZBTB8A	 	transcription regulator	 	 	 	7.04E-03	CDKN1A	 
Palbo28 vs Palbo3	ZBTB5	 	transcription regulator	 	 	 	7.04E-03	CDKN1A	 
Palbo28 vs Palbo3	ING3	 	transcription regulator	 	 	 	7.04E-03	CDKN1A	 
Palbo28 vs Palbo3	JADE1	 	transcription regulator	 	 	 	7.04E-03	CDKN1A	 
Doxo14 vs Cycling0	CCNT1	 	transcription regulator	 	 	 	7.05E-03	DDIT3,PPARGC1A	71 (5)
Doxo14 vs Cycling0	TERF2	 	transcription regulator	 	 	 	7.05E-03	CDKN1A,GDF15	 
Doxo21 vs Doxo3	BRCA1	 	transcription regulator	 	-0.520	 	7.08E-03	CDH3,FXYD3,GDF15,SFN	21 (2)
Doxo3 vs Cycling0	SOX30	 	transcription regulator	 	1.949	bias	7.10E-03	ADAM29,CDKN1A,PMAIP1,PPM1J	 
Doxo3 vs Cycling0	NEUROG1	 	transcription regulator	 	1.000	 	7.10E-03	CAVIN2,DCX,INHBA,TMEFF2	 
Palbo14 vs Cycling0	GATA2	 	transcription regulator	 	0.896	 	7.11E-03	CDKN1A,CEL,COL17A1,CYP11A1,ITGAM,LY6D,MDK,PLB1,S100A5	 
Doxo14 vs Cycling0	TCF4	 	transcription regulator	 	1.134	bias	7.21E-03	AEN,BACH2,CADM1,CDKN1A,GRB14,INHBA,LY6D,NANOS1,PLAC8,PRDM1	 
Doxo3 vs Cycling0	CREBZF	 	transcription regulator	 	 	 	7.25E-03	CYP11A1,DDIT3,PPARGC1A	35 (5)
Doxo21 vs Cycling0	MTDH	 	transcription regulator	 	 	 	7.32E-03	CDKN1A,FTCD,GPC3,LY6D,PGF,PIWIL2	 
Doxo14 vs Cycling0	TCF3	 	transcription regulator	 	0.876	bias	7.32E-03	ADIPOQ,AREG,ATF3,BACH2,CDKN1A,CYP11A1,LY6D,PLAC8,PRDM1,PTPRU,TOX	11 (2)
Palbo28 vs Palbo3	SOX11	 	transcription regulator	 	0.447	 	7.35E-03	BMPR1B,DCX,ERBB4,FCMR,FOLH1	 
Doxo21 vs Cycling0	CEBPA	 	transcription regulator	Activated	2.429	bias	7.41E-03	ADIPOQ,BTG2,CDKN1A,CYP11A1,CYP3A4,GCH1,HGF,ITGAM,NR1I2,PPARGC1A,PPL	30 (3)
Doxo3 vs Cycling0	RNF2	 	transcription regulator	 	 	 	7.49E-03	CDKN1A,EOMES,GDF15,TMEFF2	71 (6)
Palbo14 vs Palbo3	ZNF277	 	transcription regulator	 	 	 	7.55E-03	CDKN1A,CEL	 
Palbo14 vs Palbo3	CCNH	 	transcription regulator	 	 	 	7.55E-03	CDKN1A,UCP2	10 (4)
Palbo14 vs Cycling0	ZBTB7C	 	transcription regulator	 	 	 	7.56E-03	CDKN1A	 
Palbo14 vs Cycling0	ZBTB8A	 	transcription regulator	 	 	 	7.56E-03	CDKN1A	 
Palbo14 vs Cycling0	ZBTB5	 	transcription regulator	 	 	 	7.56E-03	CDKN1A	 
Palbo14 vs Cycling0	ING3	 	transcription regulator	 	 	 	7.56E-03	CDKN1A	 
Palbo14 vs Cycling0	JADE1	 	transcription regulator	 	 	 	7.56E-03	CDKN1A	 
Palbo14 vs Palbo3	NANOG	 	transcription regulator	 	-1.165	 	7.57E-03	BMPR1B,CDKN1A,EOMES,GCK,NPIPA1 (includes others)	 
Doxo3 vs Cycling0	FOXA2	 	transcription regulator	 	1.043	bias	7.59E-03	ADCY5,APOBR,CDKN1A,CIMAP3,COL17A1,CYP3A4,DCX,ERBB4,INHBA,MTTP,NR1I2,SPINK1	 
Doxo21 vs Cycling0	PIAS1	 	transcription regulator	 	1.715	bias	7.61E-03	CDKN1A,CYP11A1,SNAP91,SV2B	32 (4)
Palbo28 vs Palbo3	POU4F1	 	transcription regulator	 	 	 	7.69E-03	CDKN1A,CHRNA3,DRGX,SCN7A	 
Doxo14 vs Doxo3	NEUROG2	 	transcription regulator	 	 	 	7.69E-03	DCX,GPC3	 
Palbo28 vs Palbo3	TLX3	 	transcription regulator	 	 	 	7.79E-03	DRGX,VIP	 
Palbo28 vs Palbo3	ZNF277	 	transcription regulator	 	 	 	7.79E-03	CDKN1A,CEL	 
Palbo28 vs Palbo3	CCNH	 	transcription regulator	 	 	 	7.79E-03	CDKN1A,UCP2	11 (4)
Palbo28 vs Palbo3	NCOA6	 	transcription regulator	 	 	 	7.79E-03	AREG,NR1I3	 
Doxo21 vs Doxo3	HLX	 	transcription regulator	 	 	 	7.80E-03	GDF15,PRDM1	 
Doxo14 vs Cycling0	FOXF1	 	transcription regulator	 	 	 	7.81E-03	CACNA1C,CDKN1A,HGF	 
Doxo3 vs Cycling0	YAP1	 	transcription regulator	 	0.847	bias	7.81E-03	ADGB,ATF3,CAVIN2,CDKN1A,COL7A1,CYP11A1,DDIT3,DNASE1L3,EOMES,GDF15,INHBA,INPP5D,LY75,PMAIP1,SFN	113 (15)
Palbo3 vs Cycling0	EOMES	1.275	transcription regulator	 	0.198	 	7.87E-03	EOMES,FAT3,FZD8,TFPI2	 
Doxo21 vs Cycling0	PRDM16	 	transcription regulator	 	1.172	 	7.95E-03	CCN3,CDKN1A,HGF,PPARGC1A	20 (3)
Palbo14 vs Palbo3	QKI	 	transcription regulator	 	0.277	 	7.99E-03	ATP6V0D2,CDKN1A,ITGAM,PPARGC1A	 
Palbo14 vs Cycling0	PURA	 	transcription regulator	 	 	 	8.03E-03	CDKN1A,ITGAM	 
Palbo28 vs Cycling0	SOX4	 	transcription regulator	 	-1.342	 	8.04E-03	CCN3,EOMES,IFI30,LY6D,RNF144A,TDRKH	 
Doxo21 vs Cycling0	FOXD3	 	transcription regulator	 	 	 	8.05E-03	CDKN1A,RND3	 
Palbo28 vs Palbo3	SATB1	 	transcription regulator	Activated	2.000	 	8.08E-03	BTLA,CDKN1A,CYBB,GDF15,KITLG	 
Palbo28 vs Cycling0	ZBTB7C	 	transcription regulator	 	 	 	8.23E-03	CDKN1A	 
Palbo28 vs Cycling0	ZBTB8A	 	transcription regulator	 	 	 	8.23E-03	CDKN1A	 
Palbo28 vs Cycling0	ZBTB5	 	transcription regulator	 	 	 	8.23E-03	CDKN1A	 
Palbo28 vs Cycling0	ING3	 	transcription regulator	 	 	 	8.23E-03	CDKN1A	 
Palbo28 vs Cycling0	JADE1	 	transcription regulator	 	 	 	8.23E-03	CDKN1A	 
Palbo3 vs Cycling0	PTF1A	 	transcription regulator	 	 	 	8.26E-03	CEL,IPCEF1,KLHL14	 
Doxo14 vs Cycling0	CERS2	 	transcription regulator	 	 	 	8.27E-03	CDKN1A,DDIT3	 
Doxo14 vs Cycling0	TCF21	 	transcription regulator	 	 	 	8.27E-03	CDKN1A,CYP11A1	11 (2)
Doxo3 vs Cycling0	CCNT1	 	transcription regulator	 	 	 	8.33E-03	DDIT3,PPARGC1A	 
Doxo3 vs Cycling0	TERF2	 	transcription regulator	 	 	 	8.33E-03	CDKN1A,GDF15	 
Palbo28 vs Palbo3	NEUROD1	 	transcription regulator	 	 	 	8.36E-03	CDKN1A,DCX,INSM2	 
Doxo21 vs Doxo3	EHF	 	transcription regulator	 	 	 	8.36E-03	CDH3,FOLH1,JAG1	 
Palbo3 vs Cycling0	TP63	 	transcription regulator	 	0.109	 	8.37E-03	ADAMTS18,AREG,CDH3,COL17A1,FZD8,PPARGC1A,PTPRU,SFN,SPATA18,SPINK4,ST8SIA6	 
Doxo21 vs Doxo3	LEF1	 	transcription regulator	 	1.067	 	8.42E-03	DNASE1L3,GNAO1,JAG1,LY6D,PRDM1	 
Palbo28 vs Palbo3	QKI	 	transcription regulator	 	0.277	 	8.44E-03	CDKN1A,HERC5,PPARGC1A,THBS4	 
Palbo28 vs Cycling0	HDAC8	 	transcription regulator	 	 	 	8.45E-03	CDKN1A,PMAIP1	 
Doxo3 vs Cycling0	MYF6	 	transcription regulator	 	 	 	8.54E-03	BRINP3,CDKN1A,ERFE,INHBA,OSTN	 
Palbo28 vs Palbo3	PKNOX2	 	transcription regulator	 	 	 	8.61E-03	BTG2,CDKN1A	 
Palbo28 vs Cycling0	EP300	 	transcription regulator	 	0.071	 	8.68E-03	ADIPOQ,BTK,CDKN1A,CYP11A1,ITGA9,PRLR,RCSD1,SLC15A1,SMOC1,SPHK1	27 (3)
Palbo14 vs Cycling0	NOTCH3	 	transcription regulator	 	-0.678	 	8.72E-03	CACNA1C,CDKN1A,COL5A3,ITGA9,PRAG1	 
Doxo21 vs Cycling0	CDX2	 	transcription regulator	 	0.665	bias	8.81E-03	CDH17,CDKN1A,FXYD3,SLC15A1,SLC26A3,SLC5A1	 
Palbo28 vs Cycling0	SMAD3	 	transcription regulator	 	-1.969	 	8.88E-03	CDKN1A,COL7A1,CYP11A1,FZD8,INPP5D,SPHK1,THBS4,VIP	15 (3)
Doxo21 vs Cycling0	SMARCA5	 	transcription regulator	Inhibited	-2.236	bias	8.93E-03	CDKN1A,PLAC8,PMAIP1,RTP4,VWCE	 
Palbo14 vs Cycling0	ZNF277	 	transcription regulator	 	 	 	8.94E-03	CDKN1A,CEL	 
Palbo14 vs Cycling0	CCNH	 	transcription regulator	 	 	 	8.94E-03	CDKN1A,UCP2	7 (3)
Palbo14 vs Palbo3	CTNNB1	 	transcription regulator	 	0.398	 	8.95E-03	ADIPOQ,ATP6V0D2,CADM1,CDKN1A,CYP11A1,EOMES,GCH1,GCK,GDF15,GNAO1,HHIP,KITLG,SFN,WNT2,WNT9A	59 (13)
Doxo14 vs Doxo3	NFATC1	 	transcription regulator	 	 	 	9.02E-03	ATP6V0D2,GCK,PRDM1	8 (2)
Doxo21 vs Cycling0	ZBTB17	 	transcription regulator	 	 	 	9.03E-03	CDKN1A,DDIT3,EDA2R,PMAIP1	75 (7)
Doxo3 vs Cycling0	CEBPB	 	transcription regulator	Activated	3.026	bias	9.07E-03	ADIPOQ,CDH3,CDKN1A,CYP11A1,CYP3A4,DDB2,DDIT3,FZD8,GDF15,HGF,INHBA,KLHDC7B,PPARGC1A,PRDM1,UPP1	103 (14)
Doxo21 vs Cycling0	PRDM1	0.979	transcription regulator	 	-1.100	 	9.08E-03	BTK,BTLA,HCK,ITGAM,MYO18B,PLAC8,PMAIP1,TIGIT	 
Doxo21 vs Cycling0	MDM4	 	transcription regulator	 	 	 	9.15E-03	CDKN1A,FAT3,PTCHD4	 
Palbo28 vs Palbo3	PTF1A	 	transcription regulator	 	 	 	9.16E-03	CEL,IPCEF1,KLHL14	 
Palbo3 vs Cycling0	EZH2	 	transcription regulator	 	 	 	9.19E-03	AREG,ATF3,BMPR1B,EOMES,ERBB4,GDF15,KITLG,PGF,SFN	12 (2)
Doxo3 vs Cycling0	IRF8	 	transcription regulator	 	0.508	bias	9.19E-03	ATF3,CDKN1A,CYBB,GABRG3,GNA15,PMAIP1,PRDM1	111 (12)
Palbo14 vs Palbo3	DLX3	 	transcription regulator	 	 	 	9.19E-03	CDKN1A,PGF	 
Doxo14 vs Cycling0	NOTCH3	 	transcription regulator	 	1.671	 	9.20E-03	CACNA1C,CCN3,CDKN1A,COL5A3,ITGA9,PRAG1	 
Doxo3 vs Cycling0	NCOR2	 	transcription regulator	 	-1.131	bias	9.21E-03	ADIPOQ,CDKN1A,CYP3A4,PPARGC1A,SLC5A1	71 (7)
Doxo14 vs Cycling0	GATA4	 	transcription regulator	 	0.179	 	9.21E-03	CACNA1C,CYP11A1,INHBA,NOTCH4,PPL,PRDM1,THBS4,TTN	 
Palbo14 vs Palbo3	PPARGC1A	-1.250	transcription regulator	 	-1.184	 	9.21E-03	ADIPOQ,CDKN1A,CYP11A1,CYP3A4,GDF15,GNAO1,PPARGC1A,RIMS4,UCP2	64 (17)
Doxo21 vs Doxo3	WWTR1	 	transcription regulator	 	 	 	9.22E-03	EOMES,GDF15,INHBA,ITIH2	 
Doxo14 vs Doxo3	EZH2	 	transcription regulator	 	 	 	9.38E-03	COL7A1,EOMES,HGF,PRDM1,SFN,UPP1	 
Doxo21 vs Cycling0	TP63	 	transcription regulator	 	0.942	 	9.44E-03	APOBEC3H,CAVIN2,CDH3,CDKN1A,COL17A1,CSTA,FDXR,HGF,INHBA,PMAIP1,PPARGC1A,PTPRU,SPATA18,ST8SIA6	53 (4)
Palbo28 vs Cycling0	PURA	 	transcription regulator	 	 	 	9.46E-03	CDKN1A,ITGAM	 
Palbo28 vs Palbo3	DLX3	 	transcription regulator	 	 	 	9.48E-03	CDKN1A,PGF	 
Doxo21 vs Doxo3	ZFP36	 	transcription regulator	 	 	 	9.51E-03	ABCG4,CYBB,PRDM1	 
Doxo14 vs Doxo3	TCF4	 	transcription regulator	 	 	 	9.56E-03	GRB14,JAG1,LY6D,PLAC8,PRDM1	 
Doxo14 vs Cycling0	LCOR	 	transcription regulator	 	 	 	9.58E-03	CDKN1A,TFPI2	 
Doxo14 vs Cycling0	FOXD3	 	transcription regulator	 	 	 	9.58E-03	CDKN1A,RND3	 
Doxo21 vs Doxo3	SS18	 	transcription regulator	 	 	 	9.74E-03	GCH1,HES4	 
Doxo3 vs Cycling0	CERS2	 	transcription regulator	 	 	 	9.76E-03	CDKN1A,DDIT3	 
Doxo3 vs Cycling0	TCF21	 	transcription regulator	 	 	 	9.76E-03	CDKN1A,CYP11A1	 
Doxo21 vs Cycling0	ZBTB7C	 	transcription regulator	 	 	 	9.79E-03	CDKN1A	 
Doxo21 vs Cycling0	ZBTB8A	 	transcription regulator	 	 	 	9.79E-03	CDKN1A	 
Doxo21 vs Cycling0	ZBTB5	 	transcription regulator	 	 	 	9.79E-03	CDKN1A	 
Doxo21 vs Cycling0	ING3	 	transcription regulator	 	 	 	9.79E-03	CDKN1A	 
Doxo21 vs Cycling0	JADE1	 	transcription regulator	 	 	 	9.79E-03	CDKN1A	 
Palbo14 vs Cycling0	POU4F1	 	transcription regulator	 	 	 	9.82E-03	CDKN1A,CHRNA3,DRGX,SCN7A	 
Doxo3 vs Cycling0	FOXF1	 	transcription regulator	 	 	 	9.87E-03	CACNA1C,CDKN1A,HGF	 
Palbo14 vs Palbo3	SIX2	 	transcription regulator	 	 	 	1.00E-02	CACNA1C,CDKN1A,GCK	27 (6)
Doxo21 vs Cycling0	IRF2BP2	 	transcription regulator	Inhibited	-2.236	bias	1.01E-02	FYB1,GABRG3,LY6D,PLEK,STAP1	 
Doxo21 vs Cycling0	DDIT3	1.857	transcription regulator	 	1.144	 	1.01E-02	ATF3,DDIT3,ITGAM,KLHDC7B,PPARGC1A	 
Doxo14 vs Cycling0	NKX2-3	 	transcription regulator	 	0.455	 	1.01E-02	CAVIN2,CDKN1A,GCH1,GDF15,PMAIP1,RTP4,TFPI2	 
Palbo28 vs Palbo3	PPARGC1A	-1.202	transcription regulator	 	-1.831	 	1.02E-02	ADIPOQ,CDKN1A,CYP11A1,CYP3A4,GDF15,ISM1,NR1I3,PPARGC1A,UCP2	 
Palbo3 vs Cycling0	LHX1	 	transcription regulator	 	0.000	 	1.02E-02	C7orf57,FZD8,SLC12A1,SPINK1	 
Doxo3 vs Cycling0	RELA	 	transcription regulator	Activated	2.312	bias	1.02E-02	BACH2,BEX2,BTG2,CDKN1A,CYBB,CYP3A4,DDIT3,EOMES,GCH1,GDF15,PMAIP1,PRDM1,RAB3IL1	 
Doxo14 vs Cycling0	FOXO1	 	transcription regulator	Activated	2.782	bias	1.02E-02	ADIPOQ,ATP6V0D2,CCN3,CDKN1A,DCX,EDA2R,EOMES,MTTP,PMAIP1,PPARGC1A,PRDM1	 
Palbo3 vs Cycling0	RNF2	 	transcription regulator	 	 	 	1.03E-02	EOMES,GDF15,TMEFF2	 
Palbo14 vs Cycling0	MTDH	 	transcription regulator	 	 	 	1.03E-02	CDKN1A,FTCD,LY6D,PIWIL2,UCP2	 
Doxo14 vs Doxo3	TLE4	 	transcription regulator	 	 	 	1.04E-02	PRDM1	 
Doxo14 vs Cycling0	PIAS1	 	transcription regulator	 	1.715	bias	1.04E-02	CDKN1A,CYP11A1,SNAP91,SV2B	 
Palbo14 vs Palbo3	SOX30	 	transcription regulator	 	 	 	1.04E-02	ADAM29,CDKN1A,PPM1J	 
Doxo21 vs Cycling0	YY1	 	transcription regulator	 	-1.103	 	1.04E-02	BTG2,BTLA,CDKN1A,CYBB,GPC3,MDK,PMAIP1,RND3,WNT9A	 
Palbo28 vs Cycling0	TLX3	 	transcription regulator	 	 	 	1.05E-02	DRGX,VIP	 
Palbo28 vs Cycling0	ZNF277	 	transcription regulator	 	 	 	1.05E-02	CDKN1A,CEL	 
Palbo28 vs Cycling0	CCNH	 	transcription regulator	 	 	 	1.05E-02	CDKN1A,UCP2	 
Palbo14 vs Palbo3	NUPR1	 	transcription regulator	 	-0.333	 	1.06E-02	ACSS1,AREG,ATF3,GCH1,GDF15,H3C13,PRAG1,SH2D5,SHROOM3	 
Palbo14 vs Palbo3	NFATC1	 	transcription regulator	 	-0.106	 	1.07E-02	ATF3,ATP6V0D2,GCK,PRLR	 
Doxo14 vs Cycling0	WTIP	 	transcription regulator	 	 	 	1.07E-02	AREG	 
Doxo14 vs Cycling0	ZBTB7C	 	transcription regulator	 	 	 	1.07E-02	CDKN1A	 
Doxo14 vs Cycling0	ZBTB8A	 	transcription regulator	 	 	 	1.07E-02	CDKN1A	 
Doxo14 vs Cycling0	ZBTB5	 	transcription regulator	 	 	 	1.07E-02	CDKN1A	 
Doxo14 vs Cycling0	ING3	 	transcription regulator	 	 	 	1.07E-02	CDKN1A	 
Doxo14 vs Cycling0	JADE1	 	transcription regulator	 	 	 	1.07E-02	CDKN1A	 
Doxo21 vs Cycling0	EPAS1	 	transcription regulator	 	-1.192	bias	1.07E-02	ADIPOQ,CDKN1A,CYBB,DDIT3,GALR2,ITGAM,PGF,ZNF423	 
Doxo14 vs Cycling0	EZH2	 	transcription regulator	 	-1.408	 	1.08E-02	AREG,ATF3,BMPR1B,CDKN1A,EOMES,ERBB4,GDF15,HGF,KITLG,PGF,PRDM1,UPP1	 
Doxo21 vs Doxo3	QKI	 	transcription regulator	 	 	 	1.08E-02	ATP6V0D2,HERC5,PPARGC1A	 
Doxo21 vs Cycling0	BRCA1	 	transcription regulator	 	0.364	 	1.08E-02	CDH3,CDKN1A,CYP3A4,DDIT3,FXYD3,GDF15	 
Palbo14 vs Cycling0	QKI	 	transcription regulator	 	-0.832	 	1.08E-02	ATP6V0D2,CDKN1A,HERC5,ITGAM	 
Doxo14 vs Cycling0	PRDM16	 	transcription regulator	 	1.172	 	1.08E-02	CCN3,CDKN1A,HGF,PPARGC1A	 
Doxo14 vs Cycling0	TFAP2C	 	transcription regulator	 	 	 	1.08E-02	CDKN1A,CYP11A1,EOMES,KITLG	 
Doxo14 vs Cycling0	EBF1	 	transcription regulator	 	 	 	1.08E-02	ADIPOQ,INPP5D,ITK,PPARGC1A,PRDM1,SHC4	 
Doxo21 vs Doxo3	IRF4	 	transcription regulator	 	 	 	1.09E-02	BTLA,EOMES,INPP5D,PRDM1	 
Palbo14 vs Palbo3	RNF2	 	transcription regulator	 	 	 	1.09E-02	CDKN1A,EOMES,GDF15	 
Doxo14 vs Cycling0	ETV5	 	transcription regulator	Inhibited	-2.236	 	1.10E-02	CAVIN2,CDKN1A,CYBB,GCH1,TNFRSF1B	 
Palbo14 vs Palbo3	TEAD4	 	transcription regulator	 	 	 	1.10E-02	ADIPOQ,CDKN1A,EDNRA,EOMES	 
Doxo14 vs Doxo3	TCF7	 	transcription regulator	 	0.468	 	1.11E-02	EOMES,GNAO1,LY6D,PRDM1,TIGIT	 
Palbo14 vs Cycling0	PTF1A	 	transcription regulator	 	 	 	1.11E-02	CEL,IPCEF1,KLHL14	 
Doxo14 vs Cycling0	MTDH	 	transcription regulator	 	 	 	1.11E-02	CDKN1A,FTCD,GPC3,LY6D,PGF,PIWIL2	 
Palbo28 vs Cycling0	YY1	 	transcription regulator	 	0.254	 	1.12E-02	BTG2,BTLA,CDKN1A,CYBB,FZD8,MDK,PMAIP1,RND3	 
Palbo14 vs Palbo3	SOX2	 	transcription regulator	 	-1.021	 	1.13E-02	ATF3,CDKN1A,EOMES,GCK,GJC3,KITLG,NFASC,PPL,SMOC1	 
Doxo3 vs Cycling0	FOXD3	 	transcription regulator	 	 	 	1.13E-02	CDKN1A,RND3	 
Doxo3 vs Cycling0	YY1	 	transcription regulator	 	-1.406	 	1.15E-02	BTG2,BTLA,CDKN1A,CYBB,FZD8,GPC3,MDK,PMAIP1,RND3,WNT9A	 
Palbo28 vs Cycling0	ATF4	 	transcription regulator	 	-0.927	 	1.15E-02	ATF3,CDKN1A,GDF15,KLHDC7B,PMAIP1,TIGIT	 
