© 2000-2025 QIAGEN. All rights reserved.

Analysis	Upstream Regulator	Expr Log Ratio	Molecule Type	Predicted Activation State	Activation z-score	Flags	p-value of overlap	Target Molecules in Dataset	Mechanistic Network
Doxo21 vs Doxo3	Rhox4b (includes others)	 	transcription regulator	 	 	 	3.13E-02	CD34	 
Doxo21 vs Doxo3	NPM1	 	transcription regulator	 	1.121	bias	1.38E-02	CCL2,CSF1,SDC4,SOD2	 
Doxo21 vs Doxo3	MAGED1	 	transcription regulator	 	 	 	3.13E-02	DLX5	 
Doxo21 vs Doxo3	ZXDC	 	transcription regulator	 	 	 	2.10E-02	CCL2	 
Doxo21 vs Doxo3	FOXL2	 	transcription regulator	 	 	 	1.11E-02	ACVR1C,CYP26B1,SOD2	 
Doxo21 vs Doxo3	HMG20A	 	transcription regulator	 	 	 	2.22E-02	CSF1,MGP,SDC4	 
Doxo21 vs Doxo3	SOX14	 	transcription regulator	 	 	 	4.96E-03	CCL2,TNFSF14	 
Doxo21 vs Doxo3	TSHZ3	 	transcription regulator	 	 	 	3.44E-02	ACVR1C,AMPD3	 
Doxo21 vs Doxo3	GLIS2	 	transcription regulator	 	 	 	7.68E-04	C3,CCL2,MGP	 
Doxo21 vs Doxo3	HMX2	 	transcription regulator	 	 	 	2.10E-02	DLX5	 
Doxo21 vs Doxo3	NFAT5	 	transcription regulator	 	1.201	 	4.59E-03	AKR1B1,CCL2,CSF1,PLAT,PRSS35,PTGES,PTGIS,TNFSF14	21 (4)
Doxo21 vs Doxo3	GATA2	 	transcription regulator	 	1.980	 	2.11E-01	CCL2,CD34,EPHA3,TMPRSS2	 
Doxo21 vs Doxo3	HLX	 	transcription regulator	 	 	 	1.32E-02	CD34,UNC5B	 
Doxo21 vs Doxo3	REL	 	transcription regulator	 	 	 	4.35E-02	CCL2,DNAH1,PTGDS,SOD2	 
Doxo21 vs Doxo3	TDP2	 	transcription regulator	 	 	 	2.62E-02	TMPRSS2	 
Doxo21 vs Doxo3	HOXA10	 	transcription regulator	 	 	 	1.67E-02	CYP2E1,KRT15,MIR99AHG,SFRP4	 
Doxo21 vs Doxo3	POU2F1	 	transcription regulator	 	 	 	2.77E-02	PTGDS,PTGES,TMPRSS2	 
Doxo21 vs Doxo3	TARDBP	 	transcription regulator	 	 	 	2.25E-03	C3,CCL2,mir-3648 (includes others),RINL,SULT4A1	 
Doxo21 vs Doxo3	GLI1	 	transcription regulator	 	-1.134	 	3.28E-03	CCL2,CSF1,GRIA3,GSDMB,HEPH,KRT15,PDK4,RHOU,SDC4	 
Doxo21 vs Doxo3	SMAD7	 	transcription regulator	 	-1.964	 	1.00E-02	CCL2,ITGA7,MATN2,PLAT	 
Doxo21 vs Doxo3	FOXP3	 	transcription regulator	 	 	 	1.88E-02	CSF1,LRRC32,SDC4,WFDC21P	 
Doxo21 vs Doxo3	SIAH2	 	transcription regulator	 	 	 	4.77E-03	C3,CCL2,SDC4	 
Doxo21 vs Doxo3	DBX1	 	transcription regulator	 	 	 	1.05E-02	TNFSF14	 
Doxo21 vs Doxo3	TWIST1	 	transcription regulator	 	1.940	bias	3.14E-02	C3,CCL2,PAMR1,UNC5B	 
Doxo21 vs Doxo3	NEUROG1	 	transcription regulator	 	 	 	4.98E-03	C3,P4HA2,SCG2	 
Doxo21 vs Doxo3	MLX	 	transcription regulator	 	 	 	4.65E-02	CCL2,TNFSF14	 
Doxo21 vs Doxo3	JUN	 	transcription regulator	 	1.741	bias	2.46E-03	ARHGDIB,C3,CCL2,CSF1,KRT15,MITA1,PTGDS,PTGES,SOD2	47 (12)
Doxo21 vs Doxo3	ID3	 	transcription regulator	 	 	 	2.84E-02	CSF1,CSF2RB,RORA,TNFSF14	 
Doxo21 vs Doxo3	FOXF1	 	transcription regulator	 	 	 	1.72E-02	CCL2,CD34	 
Doxo21 vs Doxo3	SIX1	 	transcription regulator	 	 	 	3.57E-02	CRYAB,DLX5,ITGA7	 
Doxo21 vs Doxo3	YBX1	 	transcription regulator	 	 	 	8.96E-03	CCL2,mir-210,mir-663 (includes others),USP2	 
Doxo21 vs Doxo3	FEM1A	 	transcription regulator	 	 	 	4.15E-02	CCL2	 
Doxo21 vs Doxo3	CBX5	 	transcription regulator	 	 	 	3.25E-02	ITGA7,RORA,TSPAN13	 
Doxo21 vs Doxo3	ETV1	 	transcription regulator	 	 	 	1.24E-02	CCL2,TMPRSS2	 
Doxo21 vs Doxo3	HOXC8	 	transcription regulator	 	 	 	1.47E-02	CCL2,TNFSF14	 
Doxo21 vs Doxo3	NKX2-3	 	transcription regulator	 	-0.351	 	6.50E-03	ARHGDIB,CD34,CRYAB,HCG4,MADCAM1	 
Doxo21 vs Doxo3	SUPT16H	 	transcription regulator	 	 	 	3.00E-02	AMPD3,SCG2,ZNF117	 
Doxo21 vs Doxo3	KLF4	 	transcription regulator	 	-0.339	bias	3.99E-02	CCL2,CD34,PLAT,SLPI,SOD2	 
Doxo21 vs Doxo3	ING4	 	transcription regulator	 	 	 	4.66E-02	CCL2	 
Doxo21 vs Doxo3	BCL6	 	transcription regulator	 	-1.114	 	1.26E-02	CCL2,CSF1,MGP,MYOZ2,PDIA2	 
Doxo21 vs Doxo3	TP73	 	transcription regulator	 	0.653	bias	2.14E-05	C3,CCL2,CRYAB,DRAM1,GRAMD4,MEG3,MYOZ2,PTGES,RHOU,SCRG1,SDC4,SHROOM4	 
Doxo21 vs Doxo3	MECP2	 	transcription regulator	 	-1.067	 	2.60E-02	DLX5,HEPH,MEG3,TSPAN13	 
Doxo21 vs Doxo3	NFE2L2	 	transcription regulator	 	0.539	bias	2.79E-03	C3,CCL2,CD34,CSF1,NMRAL2P,POU2F2,SCG2,SDC4,SLPI,SOD2,TNIP3	54 (13)
Doxo21 vs Doxo3	SP3	 	transcription regulator	 	 	 	3.14E-02	AGTR1,CCL2,SOD2,TNFSF14	 
Doxo21 vs Doxo3	FOXA2	 	transcription regulator	 	 	 	1.07E-02	C3,CCL2,PTGDS,RORA,SERPINA5,SPTBN2,TMPRSS2	 
Doxo21 vs Doxo3	TCF20	 	transcription regulator	 	 	 	4.91E-02	HEPH,TSPAN13	 
Doxo21 vs Doxo3	SP4	 	transcription regulator	 	 	 	2.78E-02	CCL2,SOD2	 
Doxo21 vs Doxo3	HEYL	 	transcription regulator	 	 	 	4.66E-02	TMPRSS2	 
Doxo21 vs Doxo3	TP63	 	transcription regulator	 	-0.431	 	1.22E-02	CRYAB,CYP26B1,EPPK1,FGF11,FLRT1,ITGA7,KRT15,RHOU,UGT1A7	 
Doxo21 vs Doxo3	PSMC3IP	 	transcription regulator	 	 	 	4.15E-02	C3	 
Doxo21 vs Doxo3	EZH2	 	transcription regulator	 	0.126	 	4.07E-06	ARHGDIB,C3,CCL2,CSF1,FGF11,GPR68,MEG3,PTGES,RORA,SFRP4,SOD2,TBKBP1,TMPRSS2	37 (7)
Doxo21 vs Doxo3	NKX3-1	 	transcription regulator	 	 	 	3.67E-02	SDC4,TMPRSS2	 
Doxo21 vs Doxo3	MSC	 	transcription regulator	 	1.000	bias	3.72E-04	AMPD3,CCL2,POU2F2,TLR7	 
Doxo21 vs Doxo3	EGR1	 	transcription regulator	 	1.109	bias	7.96E-04	CCL2,CSF1,DLG4,ENPEP,PTGES,SOD2	30 (5)
Doxo21 vs Doxo3	GATA6	 	transcription regulator	 	1.948	 	3.14E-02	PTGES,PTGIS,SLPI,SOD2	 
Doxo21 vs Doxo3	MYRF	 	transcription regulator	 	 	 	5.88E-03	LOXL4,PDK4,RHOU	 
Doxo21 vs Doxo3	NFKB2	 	transcription regulator	 	-0.543	bias	4.43E-06	AKR1B1,BEND5,CCL2,CD34,MADCAM1,mir-210,PAMR1,SOD2	31 (8)
Doxo21 vs Doxo3	IKZF1	 	transcription regulator	 	-1.387	bias	5.42E-03	ABCA9,CD34,CSF1,GPR68,POU2F2,SLPI	 
Doxo21 vs Doxo3	BARX2	 	transcription regulator	 	 	 	1.03E-02	MATN2,SCG2	 
Doxo21 vs Doxo3	SOX9	 	transcription regulator	 	 	 	4.33E-02	CYP26B1,KRT15,PTGDS	 
Doxo21 vs Doxo3	MYB	 	transcription regulator	 	0.218	bias	2.60E-02	C3,CCL2,CD34,SDC4	 
Doxo21 vs Doxo3	Sry	 	transcription regulator	 	 	 	1.22E-03	PTGDS,SOD2	 
Doxo21 vs Doxo3	DLX5	3.509	transcription regulator	 	 	 	9.59E-03	DLX5,RGS5	 
Doxo21 vs Doxo3	CDX1	 	transcription regulator	 	 	 	4.65E-02	CCL2,HEPH	 
Doxo21 vs Doxo3	ATRX	 	transcription regulator	 	 	 	2.79E-03	CSF1,PTGES	25 (7)
Doxo21 vs Doxo3	DNAJB1	 	transcription regulator	 	 	 	1.05E-02	RORA	 
Doxo21 vs Doxo3	ARID1A	 	transcription regulator	 	1.066	 	9.84E-05	C3,CCL2,CSF1,ITGA7,KCNT2,LRRC32,MGP,P4HA2,PLAT,PTGES,PTGIS	44 (13)
Doxo21 vs Doxo3	NFKB1	 	transcription regulator	 	1.486	bias	8.22E-05	AKR1B1,C3,CCL2,CSF1,KCNT2,MADCAM1,POU2F2,SDC4,SOD2	32 (10)
Doxo21 vs Doxo3	RELA	 	transcription regulator	 	1.991	bias	2.68E-05	ARHGDIB,C3,CCL2,CRYAB,KCNT2,KRT15,MADCAM1,MITA1,PTGDS,PTGES,SDC4,SOD2	47 (12)
Doxo21 vs Doxo3	BTG2	 	transcription regulator	 	 	 	2.57E-02	CCL2,SOD2	 
Doxo21 vs Doxo3	FOS	 	transcription regulator	 	-0.577	bias	4.22E-02	C3,CCL2,KRT15,PLAT,PTGDS,SFRP4,SLPI	 
Doxo21 vs Doxo3	MAFB	 	transcription regulator	 	-0.762	 	6.12E-03	CCL2,PCSK1N,PDK4,TMOD1	 
Doxo21 vs Doxo3	SMARCD1	 	transcription regulator	 	 	 	4.15E-02	TMPRSS2	 
Doxo21 vs Doxo3	FUBP1	 	transcription regulator	 	 	 	4.66E-02	PTGES	 
Doxo21 vs Doxo3	DAXX	 	transcription regulator	 	 	 	3.10E-02	CSF1,PTGES	 
Doxo21 vs Doxo3	NFKBIA	 	transcription regulator	 	0.572	 	6.90E-06	AMPD3,C3,CCL2,CHI3L2,CRYAB,CSF1,MGP,PLAT,PTGES,SDC4,SOD2,TNFSF14	50 (14)
Doxo21 vs Doxo3	RELB	 	transcription regulator	 	 	 	3.97E-02	MADCAM1,SOD2,TNFSF14	 
Doxo21 vs Doxo3	ZBTB14	 	transcription regulator	 	 	 	1.05E-02	TNFSF14	 
Doxo21 vs Doxo3	ZSCAN4	 	transcription regulator	 	 	 	2.62E-02	TNFSF14	 
Doxo21 vs Doxo3	HMGB1	 	transcription regulator	 	 	 	2.49E-02	CCL2,PTGES,SCG2	 
Doxo21 vs Doxo3	ESRRA	 	transcription regulator	 	1.671	bias	6.05E-03	CCL2,ENPEP,GSDMB,KRT15,MYOZ2,PDK4,UNC5B	 
Doxo21 vs Doxo3	NKRF	 	transcription regulator	 	 	 	3.64E-02	CCL2	 
Doxo21 vs Doxo3	POU2F2	2.533	transcription regulator	 	 	 	1.49E-02	LRRC32,mir-210,POU2F2	 
Doxo21 vs Doxo3	PBX2	 	transcription regulator	 	 	 	4.15E-02	CCL2	 
Doxo21 vs Doxo3	RFXANK	 	transcription regulator	 	 	 	2.62E-02	EPHA3	 
Doxo21 vs Doxo3	ID2	 	transcription regulator	 	 	 	7.26E-03	CSF1,CSF2RB,POU2F2,RORA,TNFSF14	 
Doxo21 vs Doxo3	IRF6	-0.274	transcription regulator	 	 	 	4.16E-03	CCL2,PTGES,SOD2	27 (9)
Doxo21 vs Doxo3	PROX1	 	transcription regulator	 	 	 	3.67E-02	CD34,SCG2	 
Doxo21 vs Doxo3	KLF11	 	transcription regulator	 	 	 	3.77E-02	PDK4,PLAT,SOD2	 
Doxo21 vs Doxo3	DEK	 	transcription regulator	 	 	 	8.30E-03	CCL2,SOD2	22 (7)
Palbo3 vs Cycling0	ELF3	-0.430	transcription regulator	 	 	 	3.98E-02	ANGPTL4,CCL2	 
Palbo3 vs Cycling0	Rhox4b (includes others)	 	transcription regulator	 	 	 	4.43E-02	CD34	 
Palbo3 vs Cycling0	NPM1	 	transcription regulator	 	1.412	bias	1.03E-02	CCL2,CSF1,FTH1,LOX,SOD2	 
Palbo3 vs Cycling0	ATF1	 	transcription regulator	 	 	 	4.15E-03	FTH1,PCSK1,SOD2	 
Palbo3 vs Cycling0	TBL1X	 	transcription regulator	 	 	 	3.71E-02	DIO1	 
Palbo3 vs Cycling0	MAGED1	 	transcription regulator	 	 	 	4.43E-02	DLX5	 
Palbo3 vs Cycling0	HOXC6	 	transcription regulator	 	 	 	4.16E-02	BCO2,PDGFRA	 
Palbo3 vs Cycling0	TFAP2D	 	transcription regulator	 	 	 	7.52E-03	MT2A	 
Palbo3 vs Cycling0	ZXDC	 	transcription regulator	 	 	 	2.98E-02	CCL2	 
Palbo3 vs Cycling0	NANOG	 	transcription regulator	 	 	 	4.35E-02	CCDC85A,DLX5,ID1,IRF6	 
Palbo3 vs Cycling0	MRTFB	 	transcription regulator	 	0.447	bias	1.97E-02	ID1,LOX,PDGFRA,SLPI,SYNPO2	 
Palbo3 vs Cycling0	THAP11	 	transcription regulator	 	 	 	2.44E-03	FTH1,LOX	 
Palbo3 vs Cycling0	SOX14	 	transcription regulator	 	 	 	9.79E-03	CCL2,TNFSF14	 
Palbo3 vs Cycling0	GLIS3	 	transcription regulator	 	1.000	bias	9.96E-03	CCL2,COL14A1,DIO1,SOD2	 
Palbo3 vs Cycling0	ASCL1	 	transcription regulator	 	 	 	1.23E-02	DLX5,ID1,KCNIP2,PDGFRA	 
Palbo3 vs Cycling0	GLIS2	 	transcription regulator	 	 	 	2.11E-03	C3,CCL2,MGP	 
Palbo3 vs Cycling0	HMX2	 	transcription regulator	 	 	 	2.98E-02	DLX5	 
Palbo3 vs Cycling0	MLXIP	 	transcription regulator	 	 	 	1.50E-02	TXNIP	 
Palbo3 vs Cycling0	TCF7L1	 	transcription regulator	 	 	 	3.69E-02	ARHGDIB,PCSK1N,PDGFRA	 
Palbo3 vs Cycling0	MAX	 	transcription regulator	 	-1.067	 	5.81E-03	FTH1,ID1,SLC2A5,TXNIP	 
Palbo3 vs Cycling0	NCOR2	 	transcription regulator	 	 	 	4.93E-02	C3,DIO1,SLC2A5	 
Palbo3 vs Cycling0	STAT1	 	transcription regulator	 	 	 	2.18E-02	BST2,C3,CCL2,CYP2E1,PCSK1,PLIN2,SERPING1,TNFSF13B	 
Palbo3 vs Cycling0	NFAT5	 	transcription regulator	 	0.691	 	4.94E-06	ACTN2,AKR1B1,C1QTNF1,CCL2,CSF1,HECW2,ITGA1,LBP,PLAT,PLIN2,PRSS35,PTGES,PTGIS,TNFSF13B,TNFSF14	31 (3)
Palbo3 vs Cycling0	GATA2	 	transcription regulator	 	1.980	 	4.33E-01	CCL2,CD34,EPHA3,TMPRSS2	 
Palbo3 vs Cycling0	MRTFA	 	transcription regulator	 	0.447	bias	2.94E-02	ID1,LOX,PDGFRA,SLPI,SYNPO2	 
Palbo3 vs Cycling0	REL	 	transcription regulator	 	0.911	bias	4.05E-02	CCL2,DNAH1,IRF6,SOD2,TNFSF13B	 
Palbo3 vs Cycling0	JUNB	 	transcription regulator	 	 	 	3.70E-02	C3,EPAS1,FTH1,LPAR1	 
Palbo3 vs Cycling0	TDP2	 	transcription regulator	 	 	 	3.71E-02	TMPRSS2	 
Palbo3 vs Cycling0	NOTCH1	 	transcription regulator	 	0.789	 	3.11E-02	CSF2RB,EPAS1,ID1,LOX,RGS5,RHOU	 
Palbo3 vs Cycling0	KLF9	 	transcription regulator	 	 	 	2.13E-02	ACP5,DIO1	 
Palbo3 vs Cycling0	NFIA	 	transcription regulator	 	 	 	5.02E-03	CCL2,CYP2A6,LOX	 
Palbo3 vs Cycling0	PAX8	 	transcription regulator	 	 	 	3.98E-02	DIO1,TNFSF14	 
Palbo3 vs Cycling0	HOXA10	 	transcription regulator	 	0.000	bias	5.05E-04	BCHE,CYP2E1,ID1,LAMA2,MIR99AHG,SFRP4,TNFSF13B	 
Palbo3 vs Cycling0	HIF1A	 	transcription regulator	 	0.955	bias	1.00E-04	ANGPTL4,CCL2,CSF1,EPAS1,GPER1,ID1,ITGA1,LOX,mir-210,PCDH10,PTGIS,RAB11FIP4,SCG2,SOD2,SPAG4	75 (15)
Palbo3 vs Cycling0	CEBPA	 	transcription regulator	 	0.587	bias	9.82E-04	AKR1B1,C3,CSF1,HSD11B1,ID1,IRF6,MT2A,PLIN2,PPP1R3C,SERPINI1,SOD2	43 (10)
Palbo3 vs Cycling0	POU2F1	 	transcription regulator	 	 	 	1.41E-02	CYP2A6,PTGES,SERPING1,TMPRSS2	 
Palbo3 vs Cycling0	IRF2	 	transcription regulator	 	0.447	bias	3.84E-03	C1QTNF1,ID1,LBP,RARRES1,TNFSF13B	 
Palbo3 vs Cycling0	ZIC2	 	transcription regulator	 	1.000	bias	9.66E-03	CSF1,MFAP5,PCDH10,TXNIP	 
Palbo3 vs Cycling0	TARDBP	 	transcription regulator	 	 	 	3.37E-04	BST2,C3,CCL2,mir-3648 (includes others),RINL,SERPING1,SULT4A1	 
Palbo3 vs Cycling0	GLI1	 	transcription regulator	 	-0.156	 	3.94E-03	CCL2,CSF1,GPER1,GSDMB,ID1,MT2A,PDGFRA,RHOU,TFPI,TNFSF13B,TSPAN1	 
Palbo3 vs Cycling0	SMAD7	 	transcription regulator	 	-1.698	 	3.17E-02	CCL2,ID1,ITGA7,PLAT	 
Palbo3 vs Cycling0	DBX1	 	transcription regulator	 	 	 	1.50E-02	TNFSF14	 
Palbo3 vs Cycling0	MDM4	 	transcription regulator	 	 	 	4.33E-02	PCDH10,SOD2	 
Palbo3 vs Cycling0	NEUROG1	 	transcription regulator	 	 	 	1.30E-02	C3,EPAS1,SCG2	 
Palbo3 vs Cycling0	MLX	 	transcription regulator	 	 	 	1.47E-03	CCL2,DIO1,TNFSF14,TXNIP	 
Palbo3 vs Cycling0	NOTCH3	 	transcription regulator	 	1.912	 	2.72E-04	ACTN2,COL14A1,EPAS1,ID1,ITGA1,ITGA7,RGS5	 
Palbo3 vs Cycling0	JUN	 	transcription regulator	 	1.644	bias	6.86E-05	ACP5,ARHGDIB,C3,CCL2,CSF1,EPAS1,FTH1,LBP,LPAR1,MITA1,MT2A,PCSK1,PTGES,SOD2	53 (13)
Palbo3 vs Cycling0	CREB1	 	transcription regulator	 	0.880	bias	1.64E-04	CCDC85A,GPNMB,HPCA,HSD11B1,ID1,KCNIP2,PCSK1,PDGFRA,PLAT,SCG2,SERPINI1,SFRP4,SOD2,SPAG4	42 (7)
Palbo3 vs Cycling0	MYT1	 	transcription regulator	 	 	 	8.85E-03	ARHGDIB,BST2	 
Palbo3 vs Cycling0	ARNT	 	transcription regulator	 	1.950	bias	1.86E-03	ANGPTL4,CRYAB,CYP2A6,EPAS1,RGS5,SOD2	 
Palbo3 vs Cycling0	NOSTRIN	 	transcription regulator	 	 	 	2.41E-02	CCL2,TFPI	 
Palbo3 vs Cycling0	ID3	 	transcription regulator	 	1.000	 	2.44E-02	CSF1,CSF2RB,IRF6,RAPGEF4,TNFSF14	 
Palbo3 vs Cycling0	MED1	 	transcription regulator	 	1.342	bias	9.47E-03	DCHS2,DIO1,EPHA3,HECW2,SYNPO2,TMPRSS2	 
Palbo3 vs Cycling0	FOXF1	 	transcription regulator	 	 	 	2.91E-03	CCL2,CD34,PDGFRA	 
Palbo3 vs Cycling0	YBX1	 	transcription regulator	 	 	 	6.11E-03	CCL2,ID1,mir-210,mir-663 (includes others),USP2	42 (7)
Palbo3 vs Cycling0	ETV1	 	transcription regulator	 	 	 	2.41E-02	CCL2,TMPRSS2	 
Palbo3 vs Cycling0	KLF2	 	transcription regulator	 	 	 	2.82E-04	CCL2,EPAS1,ID1,LBP,MT2A,PTGIS,TFPI	44 (8)
Palbo3 vs Cycling0	HOXC8	 	transcription regulator	 	 	 	2.85E-02	CCL2,TNFSF14	 
Palbo3 vs Cycling0	CLOCK	 	transcription regulator	 	 	 	4.72E-02	ANGPTL4,ID1,MGP,RGS5,USP2	 
Palbo3 vs Cycling0	NKX2-3	 	transcription regulator	 	-0.293	 	1.47E-03	ANGPTL4,ARHGDIB,BCHE,CD34,CRYAB,MADCAM1,MEDAG	 
Palbo3 vs Cycling0	SUPT16H	 	transcription regulator	 	-0.447	 	2.78E-03	CCDC144A,SCG2,SEC16B,TFPI,ZNF117	 
Palbo3 vs Cycling0	PPARGC1A	 	transcription regulator	 	1.806	 	5.33E-03	C3,CCL2,CYP2A6,DIO1,EPAS1,GJC2,LAMA2,MFAP5,PLIN2,SOD2	33 (5)
Palbo3 vs Cycling0	KLF4	 	transcription regulator	 	1.009	bias	5.45E-03	CCL2,CD34,GPER1,IRF6,PDGFRA,PLAT,SLPI,SOD2	 
Palbo3 vs Cycling0	LDB1	 	transcription regulator	 	0.378	 	1.22E-02	CD34,FTH1,RAB11FIP4,SOD2,TBKBP1,TXNIP,ZNF518B	 
Palbo3 vs Cycling0	BCL6	 	transcription regulator	 	-1.114	 	1.41E-02	CCL2,CSF1,FTH1,MGP,MYOZ2,PDIA2	 
Palbo3 vs Cycling0	TP73	 	transcription regulator	 	0.224	bias	1.00E-05	ACTN2,ANGPTL4,C3,CCL2,CRYAB,DRAM1,GPNMB,GRAMD4,ITGA1,MEG3,MYOZ2,PTGES,RHOU,SERPING1,TSPAN1	 
Palbo3 vs Cycling0	NFE2L2	 	transcription regulator	 	0.869	bias	8.10E-04	ACP5,C3,CCL2,CD34,CSF1,EPAS1,FTH1,GPNMB,HPCA,NMRAL2P,PLIN2,SCG2,SERPING1,SLPI,SOD2	66 (14)
Palbo3 vs Cycling0	VDR	 	transcription regulator	 	0.324	 	2.00E-03	ACP5,CCL2,CSF1,ID1,MEG3,PLIN2,TMPRSS2,TXNIP	52 (11)
Palbo3 vs Cycling0	ATF3	 	transcription regulator	 	 	 	2.69E-02	ID1,ITGA1,MT2A,PTGES	 
Palbo3 vs Cycling0	TP63	 	transcription regulator	 	0.137	 	6.90E-03	BST2,COL14A1,CRYAB,CYP26B1,FGF11,FLRT1,GPNMB,ID1,IRF6,ITGA7,RHOU,UGT1A7	 
Palbo3 vs Cycling0	EZH2	 	transcription regulator	 	1.074	 	2.22E-06	ARHGDIB,C3,CCL2,CSF1,EPAS1,FGF11,ID1,ITGA1,MEG3,PCDH10,PDGFRA,PTGES,SFRP4,SOD2,TBKBP1,TMPRSS2	48 (10)
Palbo3 vs Cycling0	EP300	 	transcription regulator	 	1.451	bias	1.48E-03	CCL2,DIO1,FTH1,HSD11B1,HVCN1,ID1,IRF6,RAPGEF4,SOD2,TMPRSS2,TXNIP	48 (13)
Palbo3 vs Cycling0	NCOA2	 	transcription regulator	 	1.432	bias	1.76E-02	C3,CCL2,HSD11B1,PLIN2,PPP1R3C	 
Palbo3 vs Cycling0	SND1	 	transcription regulator	 	 	 	1.79E-02	ANGPTL4,DLX5,FLRT1,ID1,PDGFRA	 
Palbo3 vs Cycling0	PITX2	 	transcription regulator	 	 	 	2.81E-02	CYP26B1,CYP2A6,IRF6,SOD2	 
Palbo3 vs Cycling0	MEOX2	 	transcription regulator	 	 	 	4.51E-02	CCL2,ID1	 
Palbo3 vs Cycling0	EGR1	 	transcription regulator	 	0.515	bias	4.68E-03	CCL2,CSF1,DLG4,ID1,PTGES,SOD2	63 (14)
Palbo3 vs Cycling0	PAX6	 	transcription regulator	 	 	 	2.16E-02	ACP5,CRYAB,LRRC32,PCSK1,PCSK1N	 
Palbo3 vs Cycling0	GATA6	 	transcription regulator	 	0.881	 	7.14E-03	IRF6,PDGFRA,PTGES,PTGIS,SLPI,SOD2	 
Palbo3 vs Cycling0	MYRF	 	transcription regulator	 	 	 	1.53E-02	COL14A1,LOXL4,RHOU	 
Palbo3 vs Cycling0	MEF2C	 	transcription regulator	 	1.000	bias	1.13E-02	ACTN2,CCL2,FTH1,MYOZ2,PTGES	 
Palbo3 vs Cycling0	NOTCH2	 	transcription regulator	 	 	 	5.39E-03	ACP5,EPAS1,GPER1,RGS5	 
Palbo3 vs Cycling0	NFKB2	 	transcription regulator	 	-0.543	bias	5.67E-05	AKR1B1,CCL2,CD34,MADCAM1,mir-210,PAMR1,PDGFRA,SOD2	68 (12)
Palbo3 vs Cycling0	IKZF1	 	transcription regulator	 	-0.478	bias	7.98E-03	ABCA9,C1QTNF1,CD34,CSF1,RAPGEF4,SLPI,TXNIP	 
Palbo3 vs Cycling0	PLAGL1	 	transcription regulator	 	 	 	2.55E-02	ANGPTL4,PLIN2	 
Palbo3 vs Cycling0	SIRT1	 	transcription regulator	 	0.000	bias	3.13E-02	CCL2,EPAS1,ID1,LAMA2,PDGFRA,SFRP4,SOD2,TFPI	 
Palbo3 vs Cycling0	LMO2	 	transcription regulator	 	0.378	 	7.44E-03	CD34,FTH1,RAB11FIP4,SOD2,TBKBP1,TXNIP,ZNF518B	 
Palbo3 vs Cycling0	DLX5	1.212	transcription regulator	 	 	 	1.87E-02	DLX5,RGS5	 
Palbo3 vs Cycling0	ILF3	 	transcription regulator	 	 	 	3.79E-02	ABCA9,COL14A1,WFDC21P	 
Palbo3 vs Cycling0	NFATC2	 	transcription regulator	 	0.747	bias	6.15E-03	ACP5,CCL2,CRYAB,GPNMB,PLAT,TNFSF13B	46 (10)
Palbo3 vs Cycling0	ATRX	 	transcription regulator	 	 	 	5.54E-03	CSF1,PTGES	 
Palbo3 vs Cycling0	SMAD5	 	transcription regulator	 	 	 	2.41E-02	CSF1,ID1	 
Palbo3 vs Cycling0	ARID1A	 	transcription regulator	 	0.971	 	1.57E-04	C3,CCL2,CSF1,CYB561D2,ITGA7,KCNT2,LOX,LRRC32,MGP,PLAT,PTGES,PTGIS,TFPI	69 (14)
Palbo3 vs Cycling0	DACH1	 	transcription regulator	 	 	 	3.98E-02	ID1,PLAT	 
Palbo3 vs Cycling0	PRDM1	 	transcription regulator	 	1.342	 	2.49E-02	ANGPTL4,CCL2,FTH1,MT2A,SLC2A5,TNFSF13B	 
Palbo3 vs Cycling0	NFKB1	 	transcription regulator	 	1.486	bias	1.10E-03	AKR1B1,C3,CCL2,CSF1,EPAS1,KCNT2,LBP,MADCAM1,SOD2	46 (12)
Palbo3 vs Cycling0	RELA	 	transcription regulator	 	1.989	bias	2.07E-04	ACTN2,ARHGDIB,C3,CCL2,CRYAB,EPAS1,ID1,KCNT2,MADCAM1,MITA1,PTGES,SLC2A5,SOD2	55 (13)
Palbo3 vs Cycling0	TFAP2B	 	transcription regulator	 	 	 	3.62E-03	EPAS1,MT2A,SOD2	 
Palbo3 vs Cycling0	FOSB	 	transcription regulator	 	 	 	3.16E-02	FTH1,MT2A	 
Palbo3 vs Cycling0	BTG2	 	transcription regulator	 	 	 	4.88E-02	CCL2,SOD2	 
Palbo3 vs Cycling0	FOS	 	transcription regulator	 	0.128	bias	2.21E-03	ACP5,C3,CCL2,EPAS1,FTH1,GPER1,LOX,MALAT1,MT2A,PLAT,SFRP4,SLPI	43 (8)
Palbo3 vs Cycling0	NFIC	 	transcription regulator	 	1.000	bias	3.72E-03	CCL2,CPO,CSF1,HSD11B1,PDGFRA	18 (2)
Palbo3 vs Cycling0	MAFB	 	transcription regulator	 	0.152	 	2.01E-02	CCL2,PCSK1N,PTGIR,TSPAN1	 
Palbo3 vs Cycling0	TCL1A	 	transcription regulator	 	 	 	2.97E-02	ACP5,GPNMB,TLR7	 
Palbo3 vs Cycling0	EHF	 	transcription regulator	 	 	 	4.29E-02	ANGPTL4,PLAT,TFPI	 
